id,entity,order_id,amount,currency,status,method,captured,description,card_id,bank,vpa,fee,tax,created_at,notes
pay_V6QEZ45Q12QQL4,payment,WB-106159,7592884,INR,captured,wallet,TRUE,Payment for WB-106159 Copper water bottle,,,,151858,27334,1774178880,
pay_0132LQ5XYTHB8A,payment,WB-106233,1632655,INR,captured,netbanking,TRUE,Payment for WB-106233 Coir door mat,,,,32653,5878,1774177680,
pay_0MFCJD4QSYX4TA,payment,WB-106302,6186693,INR,captured,netbanking,TRUE,Payment for WB-106302 Rubber foot mat,,,,123734,22272,1774197540,
pay_7CZKAKRU0WJX34,payment,WB-106347,191000,INR,captured,card,TRUE,Payment for WB-106347 Steel tiffin carrier,,,,3820,688,1774209120,
pay_67WQ3LZLYAAH6P,payment,WB-106441,1918400,INR,captured,emi,TRUE,Payment for WB-106441 Rubber foot mat,,,,38368,6906,1774182540,
pay_RRQ3881AZV4LF7,payment,WB-106790,2756900,INR,captured,emi,TRUE,Payment for WB-106790 Trolley bag 24 inch,,,,55138,9925,1774193340,
pay_BTN9REVNKFE84A,payment,WB-106883,2847827,INR,captured,wallet,TRUE,Payment for WB-106883 Coir door mat,,,,56957,10252,1774202580,
pay_XT0Y10ZB3VUXED,payment,WB-107262,2149861,INR,captured,wallet,TRUE,Payment for WB-107262 Rubber foot mat,,,,42997,7739,1774206780,
pay_3TAA778KCLAMF1,payment,WB-107266,7067600,INR,captured,netbanking,TRUE,Payment for WB-107266 Trolley bag 24 inch,,,,141352,25443,1774209660,
pay_8KB1HRSKL0KVBM,payment,WB-107451,685665,INR,captured,netbanking,TRUE,Payment for WB-107451 Mixer jar spare,,,,13713,2468,1774202580,
pay_336ZQ47NLLQSJ6,payment,WB-108837,892700,INR,captured,upi,TRUE,Payment for WB-108837 Copper water bottle,,,,17854,3214,1774207740,
pay_S5XV04205VGX3N,payment,WB-108876,848622,INR,captured,netbanking,TRUE,Payment for WB-108876 Trolley bag 24 inch,,,,16972,3055,1774191480,
pay_BFBTG18YH9XE3E,payment,WB-109033,1488230,INR,captured,upi,TRUE,Payment for WB-109033 Trolley bag 24 inch,,,,29765,5358,1774177140,
pay_TV5QLVMUGY6CE1,payment,WB-109107,6551016,INR,captured,card,TRUE,Payment for WB-109107 Copper water bottle,,,,131020,23584,1774176240,
pay_8GJENPAA79F0ED,payment,WB-109212,4472142,INR,captured,netbanking,TRUE,Payment for WB-109212 Mixer jar spare,,,,89443,16100,1774186200,
pay_BLEHQCR3C07HTP,payment,WB-109382,6953166,INR,captured,netbanking,TRUE,Payment for WB-109382 Steel tiffin carrier,,,,139063,25031,1774185480,
pay_1C2GFT1LB4HDFE,payment,WB-109519,2932700,INR,captured,upi,TRUE,Payment for WB-109519 Rubber foot mat,,,,58654,10558,1774191120,
pay_3DGWM94NSLPR80,payment,WB-104074,8398238,INR,captured,upi,TRUE,Payment for WB-104074 Rubber foot mat,,,,167965,30234,1774270680,
pay_02XVQA5XYG4B2X,payment,WB-104317,6255000,INR,captured,card,TRUE,Payment for WB-104317 Coir door mat,,,,125100,22518,1774264380,
pay_BP5NZHTLRLC2RB,payment,WB-104373,5400199,INR,captured,netbanking,TRUE,Payment for WB-104373 Mixer jar spare,,,,108004,19441,1774293540,
pay_Q7Z06TGRQ7ZY3H,payment,WB-104518,7766200,INR,captured,upi,TRUE,Payment for WB-104518 Coir door mat,,,,155324,27958,1774294800,
pay_V0DHEFZKH3GB0Y,payment,WB-104547,9082100,INR,captured,netbanking,TRUE,Payment for WB-104547 Rubber foot mat,,,,181642,32696,1774266180,
pay_KN1DCE6RBF21HU,payment,WB-104583,7880327,INR,captured,wallet,TRUE,Payment for WB-104583 Mixer jar spare,,,,157607,28369,1774256340,
pay_EM0M7ZB7C5RE6A,payment,WB-104591,6416900,INR,captured,emi,TRUE,Payment for WB-104591 Trolley bag 24 inch,,,,128338,23101,1774273620,
pay_5JW2Q1UQP69NY9,payment,WB-104806,1712400,INR,captured,emi,TRUE,Payment for WB-104806 Copper water bottle,,,,34248,6165,1774279380,
pay_CB4LXH10YTMC76,payment,WB-104887,2000600,INR,captured,netbanking,TRUE,Payment for WB-104887 Rubber foot mat,,,,40012,7202,1774284720,
pay_MX6GZ87YQDEGFW,payment,WB-104936,7037038,INR,captured,card,TRUE,Payment for WB-104936 Trolley bag 24 inch,,,,140741,25333,1774259400,
pay_YUXPU9V2J7V1EG,payment,WB-105167,8425079,INR,captured,card,TRUE,Payment for WB-105167 Coir door mat,,,,168502,30330,1774264980,
pay_ATMDKNJNVCR9RG,payment,WB-105223,2290349,INR,captured,wallet,TRUE,Payment for WB-105223 Rubber foot mat,,,,45807,8245,1774282800,
pay_VYBCDD363DDDDW,payment,WB-105382,1634046,INR,captured,card,TRUE,Payment for WB-105382 Mixer jar spare,,,,32681,5883,1774281300,
pay_5XN7CMXQ8HJ249,payment,WB-105391,3592400,INR,captured,emi,TRUE,Payment for WB-105391 Trolley bag 24 inch,,,,71848,12933,1774298280,
pay_414ZWXCRX2UYHC,payment,WB-105633,2718000,INR,captured,card,TRUE,Payment for WB-105633 Glazed tile carton lot,,,,54360,9785,1774258560,
pay_NRBZZ0TKYNKPFJ,payment,WB-105633,2718000,INR,captured,card,TRUE,Payment for WB-105633 Glazed tile carton lot,,,,54360,9785,1774258560,
pay_SBFVG1VKEXU1RW,payment,WB-105727,2364620,INR,captured,netbanking,TRUE,Payment for WB-105727 Trolley bag 24 inch,,,,47292,8513,1774290780,
pay_S1RVMPP9TLNVS7,payment,WB-106317,2343434,INR,captured,emi,TRUE,Payment for WB-106317 Copper water bottle,,,,46869,8436,1774254240,
pay_XCWAN1J5E6VYXS,payment,WB-106528,5097815,INR,captured,wallet,TRUE,Payment for WB-106528 Copper water bottle,,,,101956,18352,1774298340,
pay_6UNP9HD4VP68GP,payment,WB-106602,1056495,INR,captured,emi,TRUE,Payment for WB-106602 Steel tiffin carrier,,,,21130,3803,1774290480,
pay_DY79BJLWEV51S5,payment,WB-106920,567300,INR,captured,wallet,TRUE,Payment for WB-106920 Coir door mat,,,,11346,2042,1774253880,
pay_6DN67B4Z7EDZU7,payment,WB-106953,5652800,INR,captured,wallet,TRUE,Payment for WB-106953 Mixer jar spare,,,,113056,20350,1774282200,
pay_UDUKHA1Y8EEA3D,payment,WB-106962,188438,INR,captured,emi,TRUE,Payment for WB-106962 Steel tiffin carrier,,,,3769,678,1774287300,
pay_0DJBKJPQLGC749,payment,WB-107030,4180636,INR,captured,netbanking,TRUE,Payment for WB-107030 Steel tiffin carrier,,,,83613,15050,1774255620,
pay_9AKGS6G2V4G6VH,payment,WB-107142,3961105,INR,captured,netbanking,TRUE,Payment for WB-107142 Trolley bag 24 inch,,,,79222,14260,1774282800,
pay_82RYESEF2ZH9G7,payment,WB-107160,5070611,INR,captured,netbanking,TRUE,Payment for WB-107160 Copper water bottle,,,,101412,18254,1774255620,
pay_2UXKMU04VVE44P,payment,WB-107342,5380964,INR,captured,emi,TRUE,Payment for WB-107342 Mixer jar spare,,,,107619,19371,1774276800,
pay_6LW37KYL0AS5ET,payment,WB-107444,8378800,INR,captured,wallet,TRUE,Payment for WB-107444 Steel tiffin carrier,,,,167576,30164,1774285380,
pay_RRZCLEA4DAEQGQ,payment,WB-107907,9016000,INR,captured,card,TRUE,Payment for WB-107907 Trolley bag 24 inch,,,,180320,32458,1774299480,
pay_BPFW695SA8F9GQ,payment,WB-108001,6510800,INR,captured,wallet,TRUE,Payment for WB-108001 Steel tiffin carrier,,,,130216,23439,1774264200,
pay_VKC2WM1TC48J6X,payment,WB-108180,8279780,INR,captured,upi,TRUE,Payment for WB-108180 Coir door mat,,,,165596,29807,1774278360,
pay_BYQMTGHFLSQYBG,payment,WB-108277,2225200,INR,captured,upi,TRUE,Payment for WB-108277 Mixer jar spare,,,,44504,8011,1774288140,
pay_UJYATWRQ0RK2RN,payment,WB-108344,8376453,INR,captured,emi,TRUE,Payment for WB-108344 Steel tiffin carrier,,,,167529,30155,1774296120,
pay_88TE8TVJPGG2G5,payment,WB-108740,3578460,INR,captured,emi,TRUE,Payment for WB-108740 Rubber foot mat,,,,71569,12882,1774287960,
pay_E5MVUESA7QAAK4,payment,WB-108931,8277000,INR,captured,card,TRUE,Payment for WB-108931 Mixer jar spare,,,,165540,29797,1774254720,
pay_7SMQJ2FQVDLHTJ,payment,WB-109080,3996900,INR,captured,emi,TRUE,Payment for WB-109080 Copper water bottle,,,,79938,14389,1774296780,
pay_U9CMQMZNPUXG7C,payment,WB-109115,3293000,INR,captured,card,TRUE,Payment for WB-109115 Rubber foot mat,,,,65860,11855,1774291620,
pay_ZXR80G321YD266,payment,WB-109252,3279469,INR,captured,emi,TRUE,Payment for WB-109252 Coir door mat,,,,65589,11806,1774257960,
pay_S8GR9V2WJSBM1Z,payment,WB-109796,8854970,INR,captured,emi,TRUE,Payment for WB-109796 Copper water bottle,,,,177099,31878,1774269060,
pay_MKANSQJP181SDQ,payment,WB-109836,5939164,INR,captured,netbanking,TRUE,Payment for WB-109836 Trolley bag 24 inch,,,,118783,21381,1774279080,
pay_8356S6YCNR3KRM,payment,WB-109839,7798800,INR,captured,wallet,TRUE,Payment for WB-109839 Rubber foot mat,,,,155976,28076,1774258020,
pay_3VDRT6NTWWVQHF,payment,WB-104335,1324635,INR,captured,netbanking,TRUE,Payment for WB-104335 Steel tiffin carrier,,,,26493,4769,1774358100,
pay_3MLAJQ6R6YD6YY,payment,WB-104549,8528100,INR,captured,netbanking,TRUE,Payment for WB-104549 Mixer jar spare,,,,170562,30701,1774358820,
pay_T7RYACFKV00PLX,payment,WB-104764,4422000,INR,captured,card,TRUE,Payment for WB-104764 Copper water bottle,,,,88440,15919,1774357980,
pay_ANKMW6WWSPCRU2,payment,WB-104905,4555600,INR,captured,netbanking,TRUE,Payment for WB-104905 Coir door mat,,,,91112,16400,1774366200,
pay_CZHMPPSW8W8YJA,payment,WB-105042,5178398,INR,captured,wallet,TRUE,Payment for WB-105042 Steel tiffin carrier,,,,103568,18642,1774364280,
pay_69LME201MUB0FV,payment,WB-105227,1320600,INR,captured,netbanking,TRUE,Payment for WB-105227 Trolley bag 24 inch,,,,26412,4754,1774343040,
pay_BX92L3NGD8HHN1,payment,WB-105339,2808800,INR,captured,wallet,TRUE,Payment for WB-105339 Trolley bag 24 inch,,,,56176,10112,1774382460,
pay_CKNQ3U8B8BEX5Z,payment,WB-105405,2738588,INR,captured,card,TRUE,Payment for WB-105405 Steel tiffin carrier,,,,54772,9859,1774353600,
pay_ZZHPZELWDHVXL3,payment,WB-105474,4953600,INR,captured,netbanking,TRUE,Payment for WB-105474 Trolley bag 24 inch,,,,99072,17833,1774349160,
pay_HGT1YG8W7CH6CJ,payment,WB-105492,6942338,INR,captured,wallet,TRUE,Payment for WB-105492 Mixer jar spare,,,,138847,24992,1774358760,
pay_KFXZAY8W677S0F,payment,WB-105785,1043200,INR,captured,upi,TRUE,Payment for WB-105785 Steel tiffin carrier,,,,20864,3756,1774373160,
pay_H129NPF4T5ULVG,payment,WB-106073,2285500,INR,captured,card,TRUE,Payment for WB-106073 Rubber foot mat,,,,45710,8228,1774357620,
pay_SP40798UWVYDZP,payment,WB-106128,8847700,INR,captured,upi,TRUE,Payment for WB-106128 Copper water bottle,,,,176954,31852,1774361520,
pay_JZ0D36VQJN193U,payment,WB-106229,3364945,INR,captured,emi,TRUE,Payment for WB-106229 Trolley bag 24 inch,,,,67299,12114,1774357260,
pay_9PGPMUR0V4KPP9,payment,WB-106236,5673535,INR,captured,card,TRUE,Payment for WB-106236 Coir door mat,,,,113471,20425,1774367100,
pay_AZZGPJN3Z2ZUP7,payment,WB-106241,5933700,INR,captured,upi,TRUE,Payment for WB-106241 Copper water bottle,,,,118674,21361,1774361880,
pay_A47JGWMQPUFHQ0,payment,WB-106456,1344300,INR,captured,wallet,TRUE,Payment for WB-106456 Coir door mat,,,,26886,4839,1774362420,
pay_RTVQ8CFGUYASB9,payment,WB-106694,3462852,INR,captured,wallet,TRUE,Payment for WB-106694 Mixer jar spare,,,,69257,12466,1774355580,
pay_L3H04XSSLA62EU,payment,WB-106912,6230920,INR,captured,emi,TRUE,Payment for WB-106912 Mixer jar spare,,,,124618,22431,1774369260,
pay_86YE0M9GZE7MUS,payment,WB-107087,6059100,INR,captured,netbanking,TRUE,Payment for WB-107087 Trolley bag 24 inch,,,,121182,21813,1774361040,
pay_BRR3K8DXTADS4F,payment,WB-107757,93600,INR,captured,netbanking,TRUE,Payment for WB-107757 Steel tiffin carrier,,,,1872,337,1774364400,
pay_V96M8XF9UF1ZVS,payment,WB-107946,7017700,INR,captured,upi,TRUE,Payment for WB-107946 Mixer jar spare,,,,140354,25264,1774364580,
pay_BX76R81TARA6CF,payment,WB-108182,2275548,INR,captured,card,TRUE,Payment for WB-108182 Rubber foot mat,,,,45511,8192,1774340520,
pay_WAXPKFXFT32Y1H,payment,WB-108197,4229200,INR,captured,upi,TRUE,Payment for WB-108197 Copper water bottle,,,,84584,15225,1774371780,
pay_BLF4TE9NDPJ2QZ,payment,WB-108221,7787600,INR,captured,netbanking,TRUE,Payment for WB-108221 Rubber foot mat,,,,155752,28035,1774339560,
pay_V143TX66FVG1PJ,payment,WB-108246,3896216,INR,captured,upi,TRUE,Payment for WB-108246 Trolley bag 24 inch,,,,77924,14026,1774364880,
pay_2W4SLK728KEXB9,payment,WB-108556,6491200,INR,captured,upi,TRUE,Payment for WB-108556 Steel tiffin carrier,,,,129824,23368,1774378980,
pay_C0R3EDXJHF1QHZ,payment,WB-108642,2659520,INR,captured,card,TRUE,Payment for WB-108642 Rubber foot mat,,,,53190,9574,1774363080,
pay_9NLU2M02W70SC0,payment,WB-108684,8429200,INR,captured,upi,TRUE,Payment for WB-108684 Coir door mat,,,,168584,30345,1774366800,
pay_78P85V12HTQF4P,payment,WB-108697,4145266,INR,captured,upi,TRUE,Payment for WB-108697 Coir door mat,,,,82905,14923,1774355160,
pay_76Y56G34KX9YFG,payment,WB-108738,6005300,INR,captured,wallet,TRUE,Payment for WB-108738 Copper water bottle,,,,120106,21619,1774353960,
pay_Q1HGKMM9J2NDED,payment,WB-108910,8372131,INR,captured,netbanking,TRUE,Payment for WB-108910 Coir door mat,,,,167443,30140,1774359000,
pay_ZGM3BQSQGHGZMM,payment,WB-108919,5477900,INR,captured,emi,TRUE,Payment for WB-108919 Rubber foot mat,,,,109558,19720,1774374960,
pay_UB7FA9DRGW8J6N,payment,WB-108970,199900,INR,captured,emi,TRUE,Payment for WB-108970 Steel tiffin carrier,,,,3998,720,1774372560,
pay_A8PFMV5Y7LNCNR,payment,WB-109109,7261612,INR,captured,netbanking,TRUE,Payment for WB-109109 Mixer jar spare,,,,145232,26142,1774385100,
pay_DP94L4ARXMTCFZ,payment,WB-109296,3207100,INR,captured,netbanking,TRUE,Payment for WB-109296 Copper water bottle,,,,64142,11546,1774381200,
pay_QRJTF6NKJREK5H,payment,WB-109323,3827309,INR,captured,wallet,TRUE,Payment for WB-109323 Copper water bottle,,,,76546,13778,1774356480,
pay_BFMD0UCSXE8JEP,payment,WB-109344,5498699,INR,captured,netbanking,TRUE,Payment for WB-109344 Coir door mat,,,,109974,19795,1774352160,
pay_E83V7TDNFQEQ3V,payment,WB-109640,6928962,INR,captured,emi,TRUE,Payment for WB-109640 Rubber foot mat,,,,138579,24944,1774358220,
pay_3QG2ZQE8K6L6EN,payment,WB-104440,6814100,INR,captured,netbanking,TRUE,Payment for WB-104440 Steel tiffin carrier,,,,136282,24531,1774432860,
pay_UPUXNTW31AK5Z8,payment,WB-104455,911300,INR,captured,wallet,TRUE,Payment for WB-104455 Trolley bag 24 inch,,,,18226,3281,1774437600,
pay_5LQSCNAJ4WYHQE,payment,WB-104566,8410800,INR,captured,wallet,TRUE,Payment for WB-104566 Steel tiffin carrier,,,,168216,30279,1774440240,
pay_GY20TJZYP11LN1,payment,WB-104832,8143654,INR,captured,netbanking,TRUE,Payment for WB-104832 Copper water bottle,,,,162873,29317,1774460040,
pay_P4R6XNNGHQVGQ9,payment,WB-104922,7133577,INR,captured,card,TRUE,Payment for WB-104922 Steel tiffin carrier,,,,142672,25681,1774470960,
pay_RG4WLA0X41GDCV,payment,WB-105025,860386,INR,captured,wallet,TRUE,Payment for WB-105025 Coir door mat,,,,17208,3097,1774461780,
pay_S0P6KXJP87ZUM0,payment,WB-105107,9195800,INR,captured,wallet,TRUE,Payment for WB-105107 Coir door mat,,,,183916,33105,1774459740,
pay_ATYFQ5UHUQC652,payment,WB-105214,3386701,INR,captured,upi,TRUE,Payment for WB-105214 Rubber foot mat,,,,67734,12192,1774450500,
pay_N2F4TWTDUM6SZ5,payment,WB-105331,988500,INR,captured,card,TRUE,Payment for WB-105331 Mixer jar spare,,,,19770,3559,1774455480,
pay_VS8FD4XV7LKJVL,payment,WB-105644,8883700,INR,captured,upi,TRUE,Payment for WB-105644 Coir door mat,,,,177674,31981,1774430460,
pay_KBNUFRAYD06X0B,payment,WB-105691,8951731,INR,captured,upi,TRUE,Payment for WB-105691 Rubber foot mat,,,,179035,32226,1774456440,
pay_TG6Y8CC49K8N5U,payment,WB-105846,3756271,INR,captured,upi,TRUE,Payment for WB-105846 Rubber foot mat,,,,75125,13522,1774460580,
pay_E9FNBG4PNA2AU3,payment,WB-105929,1159631,INR,captured,netbanking,TRUE,Payment for WB-105929 Trolley bag 24 inch,,,,23193,4175,1774435320,
pay_H12A51X4TR0U7G,payment,WB-105963,6672331,INR,captured,wallet,TRUE,Payment for WB-105963 Steel tiffin carrier,,,,133447,24020,1774440960,
pay_E0SNGN21J98GJA,payment,WB-106156,8142800,INR,captured,wallet,TRUE,Payment for WB-106156 Trolley bag 24 inch,,,,162856,29314,1774441740,
pay_XGQ4WBD3CARLTL,payment,WB-106432,7167900,INR,captured,emi,TRUE,Payment for WB-106432 Trolley bag 24 inch,,,,143358,25804,1774431360,
pay_9UYEV2BU2X9HD3,payment,WB-106555,3398763,INR,captured,upi,TRUE,Payment for WB-106555 Coir door mat,,,,67975,12236,1774426980,
pay_2QPQ11U0LDLUZA,payment,WB-106557,4899480,INR,captured,emi,TRUE,Payment for WB-106557 Mixer jar spare,,,,97990,17638,1774444980,
pay_9U586N3DGKKD93,payment,WB-107027,250557,INR,captured,card,TRUE,Payment for WB-107027 Trolley bag 24 inch,,,,5011,902,1774440780,
pay_8QEJE5D5E1Y2N0,payment,WB-107066,3745100,INR,captured,netbanking,TRUE,Payment for WB-107066 Steel tiffin carrier,,,,74902,13482,1774470240,
pay_YWP6GG0M3QKP1G,payment,WB-107229,2877040,INR,captured,card,TRUE,Payment for WB-107229 Mixer jar spare,,,,57541,10357,1774463400,
pay_UBDB5FJ8RVM7U5,payment,WB-107427,3078358,INR,captured,wallet,TRUE,Payment for WB-107427 Rubber foot mat,,,,61567,11082,1774431360,
pay_C5XVQ58E1XFE7S,payment,WB-107619,5207736,INR,captured,upi,TRUE,Payment for WB-107619 Copper water bottle,,,,104155,18748,1774467300,
pay_YAPFADSJYJQ7LJ,payment,WB-107723,1079369,INR,captured,wallet,TRUE,Payment for WB-107723 Steel tiffin carrier,,,,21587,3886,1774435680,
pay_10LNGLLCP9T7XU,payment,WB-107871,8714829,INR,captured,wallet,TRUE,Payment for WB-107871 Mixer jar spare,,,,174297,31373,1774443060,
pay_YH6FMEW0DV91G1,payment,WB-107897,3323600,INR,captured,netbanking,TRUE,Payment for WB-107897 Copper water bottle,,,,66472,11965,1774429260,
pay_187BU1KRBM8GPW,payment,WB-108103,7753400,INR,captured,emi,TRUE,Payment for WB-108103 Mixer jar spare,,,,155068,27912,1774433700,
pay_P1F299XFJ1U13M,payment,WB-108128,1479921,INR,captured,emi,TRUE,Payment for WB-108128 Copper water bottle,,,,29598,5328,1774466400,
pay_L6RW2SXKDP10EL,payment,WB-108358,1167805,INR,captured,wallet,TRUE,Payment for WB-108358 Trolley bag 24 inch,,,,23356,4204,1774426260,
pay_9C3SHLS20T48LQ,payment,WB-108427,584100,INR,captured,netbanking,TRUE,Payment for WB-108427 Copper water bottle,,,,11682,2103,1774457400,
pay_L3G8EZEWA4B5JD,payment,WB-108517,8468892,INR,captured,wallet,TRUE,Payment for WB-108517 Copper water bottle,,,,169378,30488,1774459980,
pay_NXASC0KQAV1EBE,payment,WB-109018,8965700,INR,captured,upi,TRUE,Payment for WB-109018 Rubber foot mat,,,,179314,32277,1774434540,
pay_WKESQ9HDNJ2ZHU,payment,WB-109098,3571148,INR,captured,netbanking,TRUE,Payment for WB-109098 Rubber foot mat,,,,71423,12856,1774444980,
pay_P5WFXFULCY44R0,payment,WB-109112,1478400,INR,captured,emi,TRUE,Payment for WB-109112 Trolley bag 24 inch,,,,29568,5322,1774434180,
pay_GHTEEE81CC8VG6,payment,WB-109125,1155970,INR,captured,emi,TRUE,Payment for WB-109125 Coir door mat,,,,23119,4161,1774468800,
pay_VFMYANPMLQNG17,payment,WB-109146,8336084,INR,captured,card,TRUE,Payment for WB-109146 Mixer jar spare,,,,166722,30010,1774441020,
pay_ZJB19PMMA1GU0L,payment,WB-109160,5979200,INR,captured,upi,TRUE,Payment for WB-109160 Mixer jar spare,,,,119584,21525,1774449480,
pay_VSEBRX2FF3GSFM,payment,WB-109248,2636175,INR,captured,netbanking,TRUE,Payment for WB-109248 Coir door mat,,,,52724,9490,1774471320,
pay_A57HM9DKUT7SYU,payment,WB-109294,1937200,INR,captured,upi,TRUE,Payment for WB-109294 Rubber foot mat,,,,38744,6974,1774467300,
pay_3NAPABF7G8CPC3,payment,WB-104212,3927100,INR,captured,netbanking,TRUE,Payment for WB-104212 Copper water bottle,,,,78542,14138,1774557840,
pay_LGH6FF39ES75R8,payment,WB-104397,8599300,INR,captured,wallet,TRUE,Payment for WB-104397 Rubber foot mat,,,,171986,30957,1774550640,
pay_3D3KPKPNKFL30A,payment,WB-104539,6077067,INR,captured,card,TRUE,Payment for WB-104539 Coir door mat,,,,121541,21877,1774555560,
pay_KQMYHSTQ65W4K8,payment,WB-104859,6751200,INR,captured,upi,TRUE,Payment for WB-104859 Mixer jar spare,,,,135024,24304,1774513380,
pay_ZBNK4XEULQLR4E,payment,WB-105049,1663400,INR,captured,emi,TRUE,Payment for WB-105049 Rubber foot mat,,,,33268,5988,1774517580,
pay_0TWF84GSQ9CQX1,payment,WB-105132,5734900,INR,captured,emi,TRUE,Payment for WB-105132 Copper water bottle,,,,114698,20646,1774553160,
pay_DDWE595V1ZQW3D,payment,WB-105819,5119960,INR,captured,emi,TRUE,Payment for WB-105819 Trolley bag 24 inch,,,,102399,18432,1774522980,
pay_Z63X4VJYBQ1L6L,payment,WB-106193,7695600,INR,captured,netbanking,TRUE,Payment for WB-106193 Steel tiffin carrier,,,,153912,27704,1774512540,
pay_QHBZ1E7QRG20V4,payment,WB-106209,2763200,INR,captured,upi,TRUE,Payment for WB-106209 Copper water bottle,,,,55264,9948,1774549980,
pay_5HTKDXNKSDAAP4,payment,WB-106464,6946659,INR,captured,netbanking,TRUE,Payment for WB-106464 Copper water bottle,,,,138933,25008,1774555080,
pay_5R5WHVZT72GLN9,payment,WB-106547,8679200,INR,captured,upi,TRUE,Payment for WB-106547 Steel tiffin carrier,,,,173584,31245,1774548600,
pay_RJF2KYY6R9K9SL,payment,WB-106566,1239832,INR,captured,wallet,TRUE,Payment for WB-106566 Steel tiffin carrier,,,,24797,4463,1774535460,
pay_71GSPEEJ2VK3BQ,payment,WB-106655,4524651,INR,captured,netbanking,TRUE,Payment for WB-106655 Mixer jar spare,,,,90493,16289,1774533000,
pay_V99ECA5C1LVD7S,payment,WB-106679,8955147,INR,captured,netbanking,TRUE,Payment for WB-106679 Mixer jar spare,,,,179103,32239,1774522620,
pay_6TUDVDZGQSPNT8,payment,WB-106826,3604990,INR,captured,emi,TRUE,Payment for WB-106826 Rubber foot mat,,,,72100,12978,1774525560,
pay_RGPKEQXSHB5QUJ,payment,WB-106833,4262300,INR,captured,wallet,TRUE,Payment for WB-106833 Coir door mat,,,,85246,15344,1774535340,
pay_TG7MFXRKF9T34Y,payment,WB-107251,249158,INR,captured,netbanking,TRUE,Payment for WB-107251 Trolley bag 24 inch,,,,4983,897,1774513560,
pay_FKA6Q6ETS98AXQ,payment,WB-107264,8120900,INR,captured,emi,TRUE,Payment for WB-107264 Mixer jar spare,,,,162418,29235,1774542240,
pay_WA1YCJERKUP6GQ,payment,WB-107603,5966732,INR,captured,upi,TRUE,Payment for WB-107603 Rubber foot mat,,,,119335,21480,1774535940,
pay_DDR64RLQS0MJZC,payment,WB-107688,834659,INR,captured,netbanking,TRUE,Payment for WB-107688 Copper water bottle,,,,16693,3005,1774515840,
pay_764H4V8BQ2EDYR,payment,WB-107693,1274298,INR,captured,upi,TRUE,Payment for WB-107693 Steel tiffin carrier,,,,25486,4587,1774525320,
pay_FXC95TR1BC691G,payment,WB-107780,9067019,INR,captured,card,TRUE,Payment for WB-107780 Steel tiffin carrier,,,,181340,32641,1774538580,
pay_CVW4PCCHS6PZ61,payment,WB-107825,7059359,INR,captured,wallet,TRUE,Payment for WB-107825 Trolley bag 24 inch,,,,141187,25414,1774528020,
pay_H29583CNXEK3QU,payment,WB-108115,8913200,INR,captured,upi,TRUE,Payment for WB-108115 Coir door mat,,,,178264,32088,1774523400,
pay_WYKUPGDN33G7X9,payment,WB-108150,8722130,INR,captured,netbanking,TRUE,Payment for WB-108150 Trolley bag 24 inch,,,,174443,31400,1774537980,
pay_GT5KT3MQ7FX3WD,payment,WB-108247,8802400,INR,captured,emi,TRUE,Payment for WB-108247 Rubber foot mat,,,,176048,31689,1774541220,
pay_21V2VAQ5H61107,payment,WB-108353,2393900,INR,captured,emi,TRUE,Payment for WB-108353 Rubber foot mat,,,,47878,8618,1774537560,
pay_JFWFXLMK1KDUP9,payment,WB-108370,1010178,INR,captured,netbanking,TRUE,Payment for WB-108370 Copper water bottle,,,,20204,3637,1774551960,
pay_97XZR55NSUCPMF,payment,WB-108475,8752500,INR,captured,card,TRUE,Payment for WB-108475 Coir door mat,,,,175050,31509,1774526940,
pay_UMKFG4W50R4XS6,payment,WB-108598,7795813,INR,captured,wallet,TRUE,Payment for WB-108598 Mixer jar spare,,,,155916,28065,1774525020,
pay_7JDLMRZ9VDDLH4,payment,WB-108683,5795736,INR,captured,upi,TRUE,Payment for WB-108683 Coir door mat,,,,115915,20865,1774531500,
pay_L0L7E0ZBHBS241,payment,WB-108873,2949300,INR,captured,wallet,TRUE,Payment for WB-108873 Steel tiffin carrier,,,,58986,10617,1774552140,
pay_04H8L6X563U6WV,payment,WB-108992,6402476,INR,captured,emi,TRUE,Payment for WB-108992 Steel tiffin carrier,,,,128050,23049,1774552680,
pay_2VTS6VJK0VYGUW,payment,WB-109004,5473357,INR,captured,wallet,TRUE,Payment for WB-109004 Trolley bag 24 inch,,,,109467,19704,1774548420,
pay_STM26WA02LN4J3,payment,WB-109292,8731100,INR,captured,netbanking,TRUE,Payment for WB-109292 Coir door mat,,,,174622,31432,1774521780,
pay_J6HJ7G0JYGHAP5,payment,WB-109403,4821300,INR,captured,wallet,TRUE,Payment for WB-109403 Mixer jar spare,,,,96426,17357,1774526940,
pay_Q43HALWFRUHKW1,payment,WB-109416,576200,INR,captured,upi,TRUE,Payment for WB-109416 Copper water bottle,,,,11524,2074,1774554180,
pay_RF1AUNS7FFQZNU,payment,WB-109543,8161800,INR,captured,wallet,TRUE,Payment for WB-109543 Trolley bag 24 inch,,,,163236,29382,1774518600,
pay_3CGXCQBSBU4SNR,payment,WB-109849,7251800,INR,captured,wallet,TRUE,Payment for WB-109849 Coir door mat,,,,145036,26106,1774516200,
pay_PZZMYLDPTK6UFL,payment,WB-104041,2990000,INR,captured,card,TRUE,Payment for WB-104041 Copper water bottle,,,,59800,10764,1774603200,
