Txn Id,Merchant Ref No,Payer VPA,Payer Name,Txn Date,Credit Date,Settlement Utr,Txn Amount,MDR,GST,Net Amount,Refund Amount,Status,Remarks
UPI807022533513,GLX-209805,yamini36@oksbi,Yamini Home Needs Pvt Ltd,22/03/2026 13:51,24/03/2026,AXISUPI260324465,"₹66,306.65","₹1,326.13",₹238.70,"₹64,741.82",,SUCCESS,UPI collect for GLX-209805 Secondary transport recovery
UPI693263033570,GLX-209904,sitara69@okhdfcbank,Sitara Packaging Solutions Pvt Ltd,22/03/2026 18:50,23/03/2026,AXISUPI260323700,"₹21,363.00",₹427.26,₹76.91,"₹20,858.83",,SUCCESS,UPI collect for GLX-209904 Spare kit despatch
UPI399868443448,GLX-204056,prithvi34@okicici,Prithvi Seeds and Feeds Pvt Ltd,23/03/2026 11:31,25/03/2026,AXISUPI260325563,"₹44,869.63",₹897.39,₹161.53,"₹43,810.71",,SUCCESS,UPI collect for GLX-204056 Bulk despatch schedule A
UPI469016577326,GLX-204259,rukmini29@okaxis,Rukmini Provisions Private Limited,23/03/2026 10:01,24/03/2026,AXISUPI260324600,"₹52,034.00","₹1,040.68",₹187.32,"₹50,806.00",,SUCCESS,UPI collect for GLX-204259 Scrap sale realisation
UPI349853505734,GLX-204329,palashwood44@ybl,Palashwood Interiors Pvt Ltd,23/03/2026 10:12,24/03/2026,AXISUPI260324500,"₹95,107.00","₹1,902.14",₹342.39,"₹92,862.47",,SUCCESS,UPI collect for GLX-204329 Contract manufacturing charges
UPI960530295427,GLX-204340,yamini23@okhdfcbank,Yamini Home Needs Pvt Ltd,23/03/2026 09:17,24/03/2026,AXISUPI260324808,"₹89,827.08","₹1,796.54",₹323.38,"₹87,707.16",,SUCCESS,UPI collect for GLX-204340 Export documentation recovery
UPI821968303908,GLX-204486,vindhya35@okaxis,Vindhya Plastics Private Limited,23/03/2026 09:47,24/03/2026,AXISUPI260324600,"₹62,609.00","₹1,252.18",₹225.39,"₹61,131.43",,SUCCESS,UPI collect for GLX-204486 Annual maintenance billing
UPI402796558643,GLX-204517,nirvaan90@oksbi,Nirvaan Agro Mills Pvt Ltd,23/03/2026 18:05,25/03/2026,AXISUPI260325591,"₹38,056.91",₹761.14,₹137.01,"₹37,158.76",,SUCCESS,UPI collect for GLX-204517 Palletisation charges
UPI332870522910,GLX-204656,anokhi20@okhdfcbank,Anokhi Kitchenware Pvt Ltd,23/03/2026 18:55,24/03/2026,AXISUPI260324700,"₹16,044.00",₹320.88,₹57.76,"₹15,665.36",,SUCCESS,UPI collect for GLX-204656 Secondary transport recovery
UPI314654519920,GLX-204765,meghdoot13@okicici,Meghdoot Packaging LLP,23/03/2026 14:52,25/03/2026,AXISUPI260325665,"₹83,435.65","₹1,668.71",₹300.37,"₹81,466.57",,SUCCESS,UPI collect for GLX-204765 Job work conversion charges
UPI167250477517,GLX-205279,sanchit94@ybl,Sanchit Hardware Depot Pvt Ltd,23/03/2026 08:48,24/03/2026,AXISUPI260324368,"₹81,812.68","₹1,636.25",₹294.52,"₹79,881.91",,SUCCESS,UPI collect for GLX-205279 Job work conversion charges
UPI872608243530,GLX-205337,bhavani74@okaxis,Bhavani Steel Trading Pvt Ltd,23/03/2026 13:43,24/03/2026,AXISUPI260324900,"₹73,583.00","₹1,471.66",₹264.90,"₹71,846.44",,SUCCESS,UPI collect for GLX-205337 Tooling amortisation billing
UPI991890430704,GLX-205433,bhoomi72@okhdfcbank,Bhoomi Tiles and Sanitary LLP,23/03/2026 17:23,24/03/2026,AXISUPI260324400,"₹15,447.00",₹308.94,₹55.61,"₹15,082.45",,SUCCESS,UPI collect for GLX-205433 Trial batch supply
UPI338141102708,GLX-205893,chirag46@okaxis,Chirag Battery House Pvt Ltd,23/03/2026 20:23,24/03/2026,AXISUPI260324168,"₹39,213.68",₹784.27,₹141.17,"₹38,288.24",,SUCCESS,UPI collect for GLX-205893 Mould development charges
UPI307600276283,GLX-205940,ranjeet22@okicici,Ranjeet Timber Depot Pvt Ltd,23/03/2026 18:44,25/03/2026,AXISUPI260325383,"₹92,162.83","₹1,843.26",₹331.79,"₹89,987.78",,SUCCESS,UPI collect for GLX-205940 Spare kit despatch
UPI400188181967,GLX-206974,ambar07@ybl,Ambar Cold Rooms Pvt Ltd,23/03/2026 19:16,24/03/2026,AXISUPI260324800,"₹52,738.00","₹1,054.76",₹189.86,"₹51,493.38",,SUCCESS,UPI collect for GLX-206974 Warehouse handling recovery
UPI708367098404,GLX-207518,neelkanth07@ybl,Neelkanth Ceramics Pvt Ltd,23/03/2026 17:03,24/03/2026,AXISUPI260324500,"₹51,574.00","₹1,031.48",₹185.67,"₹50,356.85",,SUCCESS,UPI collect for GLX-207518 Machinery hire charges
UPI659471379941,GLX-207656,ojas27@ybl,Ojas Lighting Private Limited,23/03/2026 19:33,24/03/2026,AXISUPI260324710,"₹61,827.10","₹1,236.54",₹222.58,"₹60,367.98",,SUCCESS,UPI collect for GLX-207656 Sample despatch billing
UPI884768660003,GLX-207750,chandravat00@okicici,Chandravat Metals Private Limited,23/03/2026 20:07,25/03/2026,AXISUPI260325317,"₹1,514.17",₹30.28,₹5.45,"₹1,478.44",,SUCCESS,UPI collect for GLX-207750 Consignment despatch
UPI363373475016,GLX-207886,ekansh08@okhdfcbank,Ekansh Glassworks Private Limited,23/03/2026 12:18,24/03/2026,AXISUPI260324100,"₹22,248.00",₹444.96,₹80.09,"₹21,722.95",,SUCCESS,UPI collect for GLX-207886 Labelling job billing
UPI420445383154,GLX-208120,tanmay78@ybl,Tanmay Toolroom Private Limited,23/03/2026 19:40,24/03/2026,AXISUPI260324200,"₹25,246.00",₹504.92,₹90.89,"₹24,650.19",,SUCCESS,UPI collect for GLX-208120 Design retainer billing
UPI820814607274,GLX-208631,barkat52@okhdfcbank,Barkat Stationers Private Limited,23/03/2026 13:27,24/03/2026,AXISUPI260324100,"₹37,233.00",₹744.66,₹134.04,"₹36,354.30",,SUCCESS,UPI collect for GLX-208631 Tooling amortisation billing
UPI899127921124,GLX-208902,kesari29@ybl,Kesari Handlooms Pvt Ltd,23/03/2026 18:07,24/03/2026,AXISUPI260324200,"₹60,958.00","₹1,219.16",₹219.45,"₹59,519.39",,SUCCESS,UPI collect for GLX-208902 Freight recovery billing
UPI204219864340,GLX-208991,jashan75@ybl,Jashan Sports Goods Pvt Ltd,23/03/2026 19:26,24/03/2026,AXISUPI260324800,"₹8,755.00",₹175.10,₹31.52,"₹8,548.38",,SUCCESS,UPI collect for GLX-208991 Bulk despatch schedule B
UPI153540413279,GLX-209141,utsav01@oksbi,Utsav Bakers LLP,23/03/2026 13:43,25/03/2026,AXISUPI260325729,"₹11,760.29",₹235.21,₹42.34,"₹11,482.74",,SUCCESS,UPI collect for GLX-209141 Testing and calibration charges
UPI372633552334,GLX-209259,tarangini17@okhdfcbank,Tarangini Prints LLP,23/03/2026 18:00,24/03/2026,AXISUPI260324226,"₹76,627.26","₹1,532.55",₹275.86,"₹74,818.85",,SUCCESS,UPI collect for GLX-209259 Packaging material supply
UPI647947674388,GLX-209287,kalanjali17@okhdfcbank,Kalanjali Crafts Pvt Ltd,23/03/2026 09:23,24/03/2026,AXISUPI260324706,"₹66,966.06","₹1,339.32",₹241.08,"₹65,385.66",,SUCCESS,UPI collect for GLX-209287 Site erection charges
UPI207609264866,GLX-209851,marudhar21@ybl,Marudhar Furnishings LLP,23/03/2026 09:40,24/03/2026,AXISUPI260324800,"₹13,975.00",₹279.50,₹50.31,"₹13,645.19",,SUCCESS,UPI collect for GLX-209851 Rework charges billed
UPI746550689184,GLX-204510,nirvaan93@ybl,Nirvaan Agro Mills Pvt Ltd,24/03/2026 17:12,25/03/2026,AXISUPI260325500,"₹42,808.00",₹856.16,₹154.11,"₹41,797.73",,SUCCESS,UPI collect for GLX-204510 Sample despatch billing
UPI210300260532,GLX-204908,suvarna30@okaxis,Suvarna Weaves LLP,24/03/2026 14:08,25/03/2026,AXISUPI260325510,"₹18,760.10",₹375.20,₹67.54,"₹18,317.36",,SUCCESS,UPI collect for GLX-204908 Rework charges billed
UPI904297620116,GLX-204994,vindhya83@okhdfcbank,Vindhya Plastics Private Limited,24/03/2026 13:21,25/03/2026,AXISUPI260325922,"₹30,446.22",₹608.92,₹109.61,"₹29,727.69",,SUCCESS,UPI collect for GLX-204994 Freight recovery billing
UPI213666265944,GLX-205311,kalanjali43@ybl,Kalanjali Crafts Pvt Ltd,24/03/2026 16:30,25/03/2026,AXISUPI260325200,"₹10,846.00",₹216.92,₹39.05,"₹10,590.03",,SUCCESS,UPI collect for GLX-205311 Job work conversion charges
UPI536101757902,GLX-205399,kaveri11@okhdfcbank,Kaveri Rubber Works Pvt Ltd,24/03/2026 18:52,25/03/2026,AXISUPI260325844,"₹88,162.44","₹1,763.25",₹317.38,"₹86,081.81",,SUCCESS,UPI collect for GLX-205399 Bulk despatch schedule B
UPI105177465742,GLX-205837,anokhi51@okhdfcbank,Anokhi Kitchenware Pvt Ltd,24/03/2026 09:04,25/03/2026,AXISUPI260325700,"₹17,574.00",₹351.48,₹63.27,"₹17,159.25",,SUCCESS,UPI collect for GLX-205837 Export documentation recovery
UPI842637547803,GLX-205899,devgiri31@okaxis,Devgiri Paints LLP,24/03/2026 09:20,25/03/2026,AXISUPI260325300,"₹51,194.00","₹1,023.88",₹184.30,"₹49,985.82",,SUCCESS,UPI collect for GLX-205899 Annual maintenance billing
UPI542654047783,GLX-205994,chandravat42@okhdfcbank,Chandravat Metals Private Limited,24/03/2026 19:32,25/03/2026,AXISUPI260325100,"₹4,185.00",₹83.70,₹15.07,"₹4,086.23",,SUCCESS,UPI collect for GLX-205994 Bulk despatch schedule A
UPI881161181753,GLX-206441,naaz47@oksbi,Naaz Fabrics Private Limited,24/03/2026 13:07,26/03/2026,AXISUPI260326801,"₹60,802.01","₹1,216.04",₹218.89,"₹59,367.08",,SUCCESS,UPI collect for GLX-206441 Design retainer billing
UPI695225631717,GLX-206753,sohrab31@okkotak,Sohrab Auto Spares LLP,24/03/2026 18:15,26/03/2026,AXISUPI260326421,"₹67,386.21","₹1,347.72",₹242.59,"₹65,795.90",,SUCCESS,UPI collect for GLX-206753 Consignment despatch
UPI615353967521,GLX-206915,rukmini69@okhdfcbank,Rukmini Provisions Private Limited,24/03/2026 18:59,25/03/2026,AXISUPI260325874,"₹18,493.74",₹369.87,₹66.58,"₹18,057.29",,SUCCESS,UPI collect for GLX-206915 Testing and calibration charges
UPI818937412333,GLX-207507,ambar30@oksbi,Ambar Cold Rooms Pvt Ltd,24/03/2026 20:35,26/03/2026,AXISUPI260326687,"₹42,467.87",₹849.36,₹152.88,"₹41,465.63",,SUCCESS,UPI collect for GLX-207507 Spare kit despatch
UPI130307131546,GLX-207574,jashan35@okhdfcbank,Jashan Sports Goods Pvt Ltd,24/03/2026 17:09,25/03/2026,AXISUPI260325100,"₹3,051.00",₹61.02,₹10.98,"₹2,979.00",,SUCCESS,UPI collect for GLX-207574 Contract manufacturing charges
UPI217734260019,GLX-207731,chirag50@okicici,Chirag Battery House Pvt Ltd,24/03/2026 11:43,26/03/2026,AXISUPI260326251,"₹3,718.51",₹74.37,₹13.39,"₹3,630.75",,SUCCESS,UPI collect for GLX-207731 Machinery hire charges
UPI707637819239,GLX-208141,vaayu39@okicici,Vaayu Organics Private Limited,24/03/2026 12:41,26/03/2026,AXISUPI260326521,"₹74,308.21","₹1,486.16",₹267.51,"₹72,554.54",,SUCCESS,UPI collect for GLX-208141 Scrap sale realisation
UPI269912236503,GLX-208375,bhavani36@okhdfcbank,Bhavani Steel Trading Pvt Ltd,24/03/2026 17:00,25/03/2026,AXISUPI260325400,"₹62,868.00","₹1,257.36",₹226.32,"₹61,384.32",,SUCCESS,UPI collect for GLX-208375 Trial batch supply
UPI222670320621,GLX-208564,marudhar88@ybl,Marudhar Furnishings LLP,24/03/2026 12:49,25/03/2026,AXISUPI260325200,"₹55,675.00","₹1,113.50",₹200.43,"₹54,361.07",,SUCCESS,UPI collect for GLX-208564 Labelling job billing
UPI745720216083,GLX-208616,girnar89@okhdfcbank,Girnar Pipes and Fittings Pvt Ltd,24/03/2026 16:32,25/03/2026,AXISUPI260325700,"₹66,507.00","₹1,330.14",₹239.43,"₹64,937.43",,SUCCESS,UPI collect for GLX-208616 Secondary transport recovery
UPI543940124240,GLX-208800,madhuban95@okicici,Madhuban Nurseries Pvt Ltd,24/03/2026 16:11,26/03/2026,AXISUPI260326491,"₹15,780.91",₹315.62,₹56.81,"₹15,408.48",,SUCCESS,UPI collect for GLX-208800 Palletisation charges
UPI868604796436,GLX-208853,shubhankar73@okaxis,Shubhankar Electricals LLP,24/03/2026 19:07,25/03/2026,AXISUPI260325792,"₹42,900.92",₹858.02,₹154.44,"₹41,888.46",,SUCCESS,UPI collect for GLX-208853 Mould development charges
UPI308112840209,GLX-209006,tanmay92@ybl,Tanmay Toolroom Private Limited,24/03/2026 10:58,25/03/2026,AXISUPI260325800,"₹6,271.00",₹125.42,₹22.58,"₹6,123.00",,SUCCESS,UPI collect for GLX-209006 Packaging material supply
UPI189398795961,GLX-209210,sanchit40@okaxis,Sanchit Hardware Depot Pvt Ltd,24/03/2026 09:25,25/03/2026,AXISUPI260325372,"₹24,401.72",₹488.03,₹87.85,"₹23,825.84",,SUCCESS,UPI collect for GLX-209210 Site erection charges
UPI790959985292,GLX-209591,sitara35@okaxis,Sitara Packaging Solutions Pvt Ltd,24/03/2026 16:39,25/03/2026,AXISUPI260325852,"₹17,422.52",₹348.45,₹62.72,"₹17,011.35",,SUCCESS,UPI collect for GLX-209591 Warehouse handling recovery
UPI467019728964,GLX-209921,palashwood66@okaxis,Palashwood Interiors Pvt Ltd,24/03/2026 08:02,25/03/2026,AXISUPI260325186,"₹95,409.86","₹1,908.20",₹343.48,"₹93,158.18",,SUCCESS,UPI collect for GLX-209921 Bulk despatch schedule B
UPI298912669569,GLX-209943,bhoomi80@okhdfcbank,Bhoomi Tiles and Sanitary LLP,24/03/2026 16:29,25/03/2026,AXISUPI260325664,"₹90,959.64","₹1,819.19",₹327.45,"₹88,813.00",,SUCCESS,UPI collect for GLX-209943 Tooling amortisation billing
UPI901784240472,GLX-204391,jashan83@okhdfcbank,Jashan Sports Goods Pvt Ltd,25/03/2026 18:41,26/03/2026,AXISUPI260326700,"₹22,758.00",₹455.16,₹81.93,"₹22,220.91",,SUCCESS,UPI collect for GLX-204391 Bulk despatch schedule B
UPI937631345222,GLX-204394,barkat62@okaxis,Barkat Stationers Private Limited,25/03/2026 10:15,26/03/2026,AXISUPI260326600,"₹47,777.00",₹955.54,₹172.00,"₹46,649.46",,SUCCESS,UPI collect for GLX-204394 Trial batch supply
UPI668921964530,GLX-204904,kaveri61@okhdfcbank,Kaveri Rubber Works Pvt Ltd,25/03/2026 15:37,26/03/2026,AXISUPI260326172,"₹77,661.72","₹1,553.23",₹279.58,"₹75,828.91",,SUCCESS,UPI collect for GLX-204904 Contract manufacturing charges
UPI547493116402,GLX-205169,kesari61@ybl,Kesari Handlooms Pvt Ltd,25/03/2026 14:07,26/03/2026,AXISUPI260326800,"₹1,249.00",₹24.98,₹4.50,"₹1,219.52",,SUCCESS,UPI collect for GLX-205169 Annual maintenance billing
UPI292511228947,GLX-205316,utsav23@oksbi,Utsav Bakers LLP,25/03/2026 16:57,27/03/2026,AXISUPI260327369,"₹52,688.69","₹1,053.77",₹189.68,"₹51,445.24",,SUCCESS,UPI collect for GLX-205316 Scrap sale realisation
UPI594091766305,GLX-205404,girnar30@ybl,Girnar Pipes and Fittings Pvt Ltd,25/03/2026 12:47,26/03/2026,AXISUPI260326596,"₹19,669.96",₹393.40,₹70.81,"₹19,205.75",,SUCCESS,UPI collect for GLX-205404 Export documentation recovery
UPI204559197550,GLX-205446,tarangini06@okhdfcbank,Tarangini Prints LLP,25/03/2026 17:10,26/03/2026,AXISUPI260326292,"₹94,708.92","₹1,894.18",₹340.95,"₹92,473.79",,SUCCESS,UPI collect for GLX-205446 Design retainer billing
UPI765151403418,GLX-205787,nirvaan61@okaxis,Nirvaan Agro Mills Pvt Ltd,25/03/2026 15:10,26/03/2026,AXISUPI260326600,"₹51,107.00","₹1,022.14",₹183.99,"₹49,900.87",,SUCCESS,UPI collect for GLX-205787 Palletisation charges
UPI603711824545,GLX-206019,sanchit86@ybl,Sanchit Hardware Depot Pvt Ltd,25/03/2026 15:03,26/03/2026,AXISUPI260326200,"₹12,574.00",₹251.48,₹45.27,"₹12,277.25",,SUCCESS,UPI collect for GLX-206019 Job work conversion charges
UPI683502070424,GLX-206568,tanmay46@ybl,Tanmay Toolroom Private Limited,25/03/2026 08:49,26/03/2026,AXISUPI260326800,"₹18,898.00",₹377.96,₹68.03,"₹18,452.01",,SUCCESS,UPI collect for GLX-206568 Design retainer billing
UPI210051024477,GLX-206807,ojas85@okhdfcbank,Ojas Lighting Private Limited,25/03/2026 16:04,26/03/2026,AXISUPI260326400,"₹55,092.00","₹1,101.84",₹198.33,"₹40,018.83","₹13,773.00",SUCCESS,UPI collect for GLX-206807 Palletisation charges
UPI317079564973,GLX-206881,devgiri11@okaxis,Devgiri Paints LLP,25/03/2026 18:08,26/03/2026,AXISUPI260326150,"₹83,601.50","₹1,672.03",₹300.97,"₹81,628.50",,SUCCESS,UPI collect for GLX-206881 Freight recovery billing
UPI948529766694,GLX-207129,naaz49@okicici,Naaz Fabrics Private Limited,25/03/2026 15:31,27/03/2026,AXISUPI260327323,"₹4,988.23",₹99.76,₹17.96,"₹4,870.51",,SUCCESS,UPI collect for GLX-207129 Packaging material supply
UPI107679881243,GLX-207281,prithvi60@okaxis,Prithvi Seeds and Feeds Pvt Ltd,25/03/2026 17:06,26/03/2026,AXISUPI260326600,"₹77,135.00","₹1,542.70",₹277.69,"₹75,314.61",,SUCCESS,UPI collect for GLX-207281 Consignment despatch
UPI126575215260,GLX-207834,ekansh92@okhdfcbank,Ekansh Glassworks Private Limited,25/03/2026 11:23,26/03/2026,AXISUPI260326700,"₹60,882.00","₹1,217.64",₹219.18,"₹59,445.18",,SUCCESS,UPI collect for GLX-207834 Rework charges billed
UPI545393387937,GLX-207846,ranjeet41@okaxis,Ranjeet Timber Depot Pvt Ltd,25/03/2026 08:38,26/03/2026,AXISUPI260326600,"₹83,660.00","₹1,673.20",₹301.18,"₹81,685.62",,SUCCESS,UPI collect for GLX-207846 Warehouse handling recovery
UPI772611509878,GLX-207930,vaayu84@okhdfcbank,Vaayu Organics Private Limited,25/03/2026 12:55,26/03/2026,AXISUPI260326100,"₹32,814.00",₹656.28,₹118.13,"₹23,835.59","₹8,204.00",SUCCESS,UPI collect for GLX-207930 Testing and calibration charges
UPI148023377423,GLX-208513,suvarna91@ybl,Suvarna Weaves LLP,25/03/2026 12:26,26/03/2026,AXISUPI260326500,"₹33,754.00",₹675.08,₹121.51,"₹32,957.41",,SUCCESS,UPI collect for GLX-208513 Labelling job billing
UPI623083622247,GLX-208722,sitara05@ybl,Sitara Packaging Solutions Pvt Ltd,25/03/2026 16:25,26/03/2026,AXISUPI260326974,"₹77,480.74","₹1,549.61",₹278.93,"₹75,652.20",,SUCCESS,UPI collect for GLX-208722 Spare kit despatch
UPI641619398667,GLX-209328,neelkanth77@okhdfcbank,Neelkanth Ceramics Pvt Ltd,25/03/2026 11:27,26/03/2026,AXISUPI260326700,"₹51,468.00","₹1,029.36",₹185.28,"₹50,253.36",,SUCCESS,UPI collect for GLX-209328 Mould development charges
UPI808566872694,GLX-209355,sohrab96@ybl,Sohrab Auto Spares LLP,25/03/2026 20:58,26/03/2026,AXISUPI260326500,"₹15,358.00",₹307.16,₹55.29,"₹14,995.55",,SUCCESS,UPI collect for GLX-209355 Bulk despatch schedule A
UPI464770760509,GLX-209377,yamini87@ybl,Yamini Home Needs Pvt Ltd,25/03/2026 13:26,26/03/2026,AXISUPI260326200,"₹73,846.00","₹1,476.92",₹265.85,"₹72,103.23",,SUCCESS,UPI collect for GLX-209377 Secondary transport recovery
UPI967437417931,GLX-209391,madhuban62@okhdfcbank,Madhuban Nurseries Pvt Ltd,25/03/2026 18:34,26/03/2026,AXISUPI260326610,"₹91,553.10","₹1,831.06",₹329.59,"₹89,392.45",,SUCCESS,UPI collect for GLX-209391 Sample despatch billing
UPI839160075961,GLX-209567,bhavani46@ybl,Bhavani Steel Trading Pvt Ltd,25/03/2026 17:03,26/03/2026,AXISUPI260326800,"₹61,675.00","₹1,233.50",₹222.03,"₹60,219.47",,SUCCESS,UPI collect for GLX-209567 Tooling amortisation billing
UPI634932363062,GLX-209711,shubhankar67@ybl,Shubhankar Electricals LLP,25/03/2026 12:29,26/03/2026,AXISUPI260326662,"₹4,496.62",₹89.93,₹16.19,"₹4,390.50",,SUCCESS,UPI collect for GLX-209711 Machinery hire charges
UPI650715854015,GLX-209882,meghdoot60@okhdfcbank,Meghdoot Packaging LLP,25/03/2026 12:18,26/03/2026,AXISUPI260326700,"₹26,889.00",₹537.78,₹96.80,"₹26,254.42",,SUCCESS,UPI collect for GLX-209882 Site erection charges
UPI334381051911,GLX-204112,kalanjali10@okicici,Kalanjali Crafts Pvt Ltd,26/03/2026 18:53,28/03/2026,AXISUPI260328257,"₹12,853.57",₹257.07,₹46.27,"₹12,550.23",,SUCCESS,UPI collect for GLX-204112 Site erection charges
UPI356589753053,GLX-204273,marudhar30@ybl,Marudhar Furnishings LLP,26/03/2026 08:55,27/03/2026,AXISUPI260327578,"₹41,791.78",₹835.84,₹150.45,"₹40,805.49",,SUCCESS,UPI collect for GLX-204273 Rework charges billed
UPI703716142116,GLX-204419,madhuban91@ybl,Madhuban Nurseries Pvt Ltd,26/03/2026 19:40,27/03/2026,AXISUPI260327500,"₹19,786.00",₹395.72,₹71.23,"₹19,319.05",,SUCCESS,UPI collect for GLX-204419 Palletisation charges
UPI418524351247,GLX-204441,tarangini02@okhdfcbank,Tarangini Prints LLP,26/03/2026 11:27,27/03/2026,AXISUPI260327700,"₹76,857.00","₹1,537.14",₹276.69,"₹75,043.17",,SUCCESS,UPI collect for GLX-204441 Packaging material supply
UPI408097430982,GLX-204728,naaz68@okhdfcbank,Naaz Fabrics Private Limited,26/03/2026 12:46,27/03/2026,AXISUPI260327700,"₹81,438.00","₹1,628.76",₹293.18,"₹79,516.06",,SUCCESS,UPI collect for GLX-204728 Design retainer billing
UPI642595170402,GLX-204786,vindhya16@ybl,Vindhya Plastics Private Limited,26/03/2026 19:16,27/03/2026,AXISUPI260327500,"₹83,587.00","₹1,671.74",₹300.91,"₹81,614.35",,SUCCESS,UPI collect for GLX-204786 Annual maintenance billing
UPI544240977983,GLX-204816,bhoomi03@okicici,Bhoomi Tiles and Sanitary LLP,26/03/2026 13:25,28/03/2026,AXISUPI260328305,"₹40,610.05",₹812.20,₹146.20,"₹39,651.65",,SUCCESS,UPI collect for GLX-204816 Trial batch supply
UPI321890308771,GLX-205050,ekansh23@okhdfcbank,Ekansh Glassworks Private Limited,26/03/2026 15:23,27/03/2026,AXISUPI260327700,"₹26,133.00",₹522.66,₹94.08,"₹25,516.26",,SUCCESS,UPI collect for GLX-205050 Labelling job billing
UPI160013276143,GLX-205564,neelkanth74@okaxis,Neelkanth Ceramics Pvt Ltd,26/03/2026 19:29,27/03/2026,AXISUPI260327300,"₹34,589.00",₹691.78,₹124.52,"₹33,772.70",,SUCCESS,UPI collect for GLX-205564 Machinery hire charges
UPI705007844339,GLX-205853,ranjeet67@ybl,Ranjeet Timber Depot Pvt Ltd,26/03/2026 11:01,27/03/2026,AXISUPI260327902,"₹69,506.02","₹1,390.12",₹250.22,"₹67,865.68",,SUCCESS,UPI collect for GLX-205853 Spare kit despatch
UPI751414372846,GLX-206024,palashwood07@ybl,Palashwood Interiors Pvt Ltd,26/03/2026 09:06,27/03/2026,AXISUPI260327668,"₹12,137.68",₹242.75,₹43.70,"₹11,851.23",,SUCCESS,UPI collect for GLX-206024 Contract manufacturing charges
UPI105553415751,GLX-206297,utsav51@okaxis,Utsav Bakers LLP,26/03/2026 16:24,27/03/2026,AXISUPI260327900,"₹76,841.00","₹1,536.82",₹276.63,"₹75,027.55",,SUCCESS,UPI collect for GLX-206297 Testing and calibration charges
UPI249137559694,GLX-206548,chirag75@oksbi,Chirag Battery House Pvt Ltd,26/03/2026 16:13,28/03/2026,AXISUPI260328573,"₹74,335.73","₹1,486.71",₹267.61,"₹72,581.41",,SUCCESS,UPI collect for GLX-206548 Mould development charges
UPI939515691191,GLX-206683,chandravat06@ybl,Chandravat Metals Private Limited,26/03/2026 10:49,27/03/2026,AXISUPI260327500,"₹67,999.00","₹1,359.98",₹244.80,"₹66,394.22",,SUCCESS,UPI collect for GLX-206683 Consignment despatch
UPI874862109629,GLX-207457,yamini20@ybl,Yamini Home Needs Pvt Ltd,26/03/2026 17:26,27/03/2026,AXISUPI260327800,"₹87,145.00","₹1,742.90",₹313.72,"₹85,088.38",,SUCCESS,UPI collect for GLX-207457 Export documentation recovery
UPI273873701438,GLX-207530,rukmini30@okhdfcbank,Rukmini Provisions Private Limited,26/03/2026 08:55,27/03/2026,AXISUPI260327400,"₹78,483.00","₹1,569.66",₹282.54,"₹76,630.80",,SUCCESS,UPI collect for GLX-207530 Scrap sale realisation
UPI624423316117,GLX-207606,prithvi17@okaxis,Prithvi Seeds and Feeds Pvt Ltd,26/03/2026 16:10,27/03/2026,AXISUPI260327774,"₹10,554.74",₹211.09,₹38.00,"₹10,305.65",,SUCCESS,UPI collect for GLX-207606 Bulk despatch schedule A
UPI509419992436,GLX-207661,kesari53@ybl,Kesari Handlooms Pvt Ltd,26/03/2026 20:14,27/03/2026,AXISUPI260327290,"₹41,536.90",₹830.74,₹149.53,"₹40,556.63",,SUCCESS,UPI collect for GLX-207661 Freight recovery billing
UPI820125383839,GLX-207863,vaayu81@okhdfcbank,Vaayu Organics Private Limited,26/03/2026 17:46,27/03/2026,AXISUPI260327400,"₹34,365.00",₹687.30,₹123.71,"₹33,553.99",,SUCCESS,UPI collect for GLX-207863 Scrap sale realisation
UPI924554234744,GLX-208161,meghdoot79@ybl,Meghdoot Packaging LLP,26/03/2026 20:58,27/03/2026,AXISUPI260327500,"₹57,127.00","₹1,142.54",₹205.66,"₹55,778.80",,SUCCESS,UPI collect for GLX-208161 Job work conversion charges
UPI609511913600,GLX-209378,anokhi27@ybl,Anokhi Kitchenware Pvt Ltd,26/03/2026 15:02,27/03/2026,AXISUPI260327608,"₹31,208.08",₹624.16,₹112.35,"₹30,471.57",,SUCCESS,UPI collect for GLX-209378 Secondary transport recovery
UPI598249583783,GLX-209406,ojas60@okkotak,Ojas Lighting Private Limited,26/03/2026 13:29,28/03/2026,AXISUPI260328787,"₹92,238.87","₹1,844.78",₹332.06,"₹90,062.03",,SUCCESS,UPI collect for GLX-209406 Sample despatch billing
UPI352657518202,GLX-209464,ambar77@okhdfcbank,Ambar Cold Rooms Pvt Ltd,26/03/2026 17:23,27/03/2026,AXISUPI260327700,"₹29,643.00",₹592.86,₹106.71,"₹28,943.43",,SUCCESS,UPI collect for GLX-209464 Warehouse handling recovery
UPI110243370834,GLX-209547,barkat00@ybl,Barkat Stationers Private Limited,26/03/2026 15:30,27/03/2026,AXISUPI260327500,"₹6,790.00",₹135.80,₹24.44,"₹6,629.76",,SUCCESS,UPI collect for GLX-209547 Tooling amortisation billing
UPI444196098483,GLX-209666,kaveri72@okkotak,Kaveri Rubber Works Pvt Ltd,26/03/2026 14:11,28/03/2026,AXISUPI260328727,"₹42,792.27",₹855.85,₹154.05,"₹41,782.37",,SUCCESS,UPI collect for GLX-209666 Bulk despatch schedule B
