Order Reference,Placed On,Customer Name,Status,Currency,Item Name,Qty,Total Amount,GST,Sales Channel,Notes
WB-107960,2026-03-20T11:03:33Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,15382.00,1173.20,Phone order,Web order - Steel tiffin carrier
WB-107975,2026-03-20T16:35:13Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,70501.00,5377.19,Web,Web order - Coir door mat
WB-108006,2026-03-20T14:18:20Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,85272.00,6503.80,Phone order,Web order - Steel tiffin carrier
WB-108228,2026-03-20T12:41:00Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,60822.00,4638.97,Marketplace,Web order - Copper water bottle
WB-108362,2026-03-20T11:15:29Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,77534.07,5913.62,Web,Web order - Mixer jar spare
WB-108593,2026-03-20T10:29:27Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,18404.01,1403.70,Mobile app,Web order - Trolley bag 24 inch
WB-108789,2026-03-20T13:13:40Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,78618.00,5996.29,Web,Web order - Coir door mat
WB-108868,2026-03-20T10:10:43Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,3136.91,239.26,Web,Web order - Coir door mat
WB-109110,2026-03-20T14:25:29Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,54587.68,4163.47,Web,Web order - Mixer jar spare
WB-109141,2026-03-20T11:44:53Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,35917.00,2739.43,Mobile app,Web order - Rubber foot mat
WB-109163,2026-03-20T20:24:06Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,51374.00,3918.36,Phone order,Web order - Coir door mat
WB-109521,2026-03-20T12:13:38Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,47004.55,3585.09,Phone order,Web order - Mixer jar spare
WB-109623,2026-03-20T13:16:52Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,59243.18,4518.55,Web,Web order - Steel tiffin carrier
WB-109657,2026-03-20T14:07:33Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,57214.00,4363.78,Mobile app,Web order - Copper water bottle
WB-109688,2026-03-20T15:03:33Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,59257.00,4519.60,Marketplace,Web order - Trolley bag 24 inch
WB-109764,2026-03-20T16:52:27Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,40644.82,3100.03,Web,Web order - Steel tiffin carrier
WB-109930,2026-03-20T13:20:46Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,11804.00,900.31,Marketplace,Web order - Trolley bag 24 inch
WB-109976,2026-03-20T08:20:06Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,29666.00,2262.66,Marketplace,Web order - Copper water bottle
WB-104005,2026-03-21T16:32:40Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,13818.00,1053.92,Marketplace,Web order - Rubber foot mat
WB-104057,2026-03-21T08:20:06Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,27045.20,2062.77,Web,Web order - Steel tiffin carrier
WB-104402,2026-03-21T17:37:00Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,38599.21,2944.01,Marketplace,Web order - Trolley bag 24 inch
WB-104497,2026-03-21T11:48:08Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,14085.24,1074.30,Marketplace,Web order - Rubber foot mat
WB-104534,2026-03-21T12:20:28Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,35430.24,2702.31,Mobile app,Web order - Rubber foot mat
WB-104620,2026-03-21T11:02:32Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,7683.37,586.02,Marketplace,Web order - Copper water bottle
WB-104633,2026-03-21T09:10:46Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,32387.00,2470.19,Web,Web order - Coir door mat
WB-105297,2026-03-21T18:30:13Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,31828.00,2427.56,Marketplace,Web order - Rubber foot mat
WB-105316,2026-03-21T16:32:40Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,37569.00,2865.43,Web,Web order - Coir door mat
WB-105683,2026-03-21T08:46:00Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,68139.00,5197.04,Mobile app,Web order - Trolley bag 24 inch
WB-105804,2026-03-21T16:43:48Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,58638.25,4472.41,Marketplace,Web order - Copper water bottle
WB-106145,2026-03-21T09:42:05Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,5738.56,437.69,Mobile app,Web order - Rubber foot mat
WB-106197,2026-03-21T17:19:46Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,51092.58,3896.89,Mobile app,Web order - Trolley bag 24 inch
WB-106235,2026-03-21T14:07:52Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,82002.38,6254.42,Mobile app,Web order - Trolley bag 24 inch
WB-106285,2026-03-21T08:26:33Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,4348.00,331.63,Mobile app,Web order - Copper water bottle
WB-106319,2026-03-21T09:06:49Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,2582.68,196.98,Phone order,Web order - Coir door mat
WB-106377,2026-03-21T14:08:16Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,11552.89,881.15,Web,Web order - Mixer jar spare
WB-106429,2026-03-21T11:44:33Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,38647.00,2947.65,Marketplace,Web order - Rubber foot mat
WB-106633,2026-03-21T14:01:05Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,79583.56,6069.93,Phone order,Web order - Steel tiffin carrier
WB-106686,2026-03-21T11:16:33Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,88930.00,6782.80,Mobile app,Web order - Copper water bottle
WB-106830,2026-03-21T12:55:40Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,52743.00,4022.77,Web,Web order - Coir door mat
WB-106954,2026-03-21T16:22:18Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,53721.55,4097.41,Phone order,Web order - Coir door mat
WB-106997,2026-03-21T13:23:03Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,75569.49,5763.77,Marketplace,Web order - Copper water bottle
WB-107205,2026-03-21T17:03:53Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,88702.00,6765.41,Phone order,Web order - Mixer jar spare
WB-107495,2026-03-21T12:38:26Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,20519.00,1565.01,Phone order,Web order - Steel tiffin carrier
WB-107739,2026-03-21T09:04:00Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,3924.00,299.29,Web,Web order - Mixer jar spare
WB-107999,2026-03-21T20:53:53Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,24226.00,1847.75,Marketplace,Web order - Trolley bag 24 inch
WB-108269,2026-03-21T16:02:50Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,91322.70,6965.29,Phone order,Web order - Mixer jar spare
WB-108571,2026-03-21T14:32:00Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,24777.00,1889.77,Marketplace,Web order - Trolley bag 24 inch
WB-108629,2026-03-21T14:55:40Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,48063.00,3665.82,Phone order,Web order - Coir door mat
WB-108773,2026-03-21T11:33:06Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,86483.00,6596.16,Phone order,Web order - Mixer jar spare
WB-108839,2026-03-21T13:27:00Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,54432.00,4151.59,Web,Web order - Steel tiffin carrier
WB-108865,2026-03-21T20:36:40Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,47694.00,3637.68,Web,Web order - Mixer jar spare
WB-108866,2026-03-21T12:15:26Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,91691.00,6993.38,Web,Web order - Steel tiffin carrier
WB-109069,2026-03-21T14:44:33Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,46486.00,3545.54,Mobile app,Web order - Copper water bottle
WB-109077,2026-03-21T16:38:26Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,8702.00,663.71,Phone order,Web order - Mixer jar spare
WB-109474,2026-03-21T17:06:27Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,9267.22,706.82,Mobile app,Web order - Rubber foot mat
WB-109885,2026-03-21T16:18:40Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,90147.00,6875.62,Phone order,Web order - Steel tiffin carrier
WB-104060,2026-03-22T15:27:57Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,52770.51,4024.87,Phone order,Web order - Coir door mat
WB-104091,2026-03-22T11:27:20Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,47373.00,3613.19,Mobile app,Web order - Copper water bottle
WB-104158,2026-03-22T09:16:33Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,54298.00,4141.37,Phone order,Web order - Steel tiffin carrier
WB-104315,2026-03-22T10:43:26Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,15785.00,1203.94,Mobile app,Web order - Copper water bottle
WB-104358,2026-03-22T09:05:24Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,48953.53,3733.74,Marketplace,Web order - Copper water bottle
WB-104426,2026-03-22T13:54:37Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,50192.31,3828.23,Web,Web order - Coir door mat
WB-104507,2026-03-22T16:21:53Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,40633.00,3099.13,Marketplace,Web order - Copper water bottle
WB-104584,2026-03-22T11:51:04Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,56829.72,4334.47,Web,Web order - Coir door mat
WB-104835,2026-03-22T20:42:04Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,68731.33,5242.22,Phone order,Web order - Coir door mat
WB-104895,2026-03-22T08:52:07Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,73888.41,5635.56,Web,Web order - Steel tiffin carrier
WB-104933,2026-03-22T16:50:00Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,72999.00,5567.72,Marketplace,Web order - Rubber foot mat
WB-104969,2026-03-22T09:36:00Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,75501.00,5758.55,Phone order,Web order - Coir door mat
WB-105145,2026-03-22T12:32:20Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,19356.00,1476.31,Mobile app,Web order - Trolley bag 24 inch
WB-105181,2026-03-22T13:40:33Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,88426.00,6744.36,Web,Web order - Steel tiffin carrier
WB-105337,2026-03-22T20:30:13Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,89392.00,6818.03,Web,Web order - Steel tiffin carrier
WB-105565,2026-03-22T11:13:20Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,86847.00,6623.92,Mobile app,Web order - Rubber foot mat
WB-105573,2026-03-22T10:38:06Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,16463.00,1255.65,Web,Web order - Steel tiffin carrier
WB-105593,2026-03-22T11:01:24Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,4219.94,321.86,Phone order,Web order - Mixer jar spare
WB-105828,2026-03-22T09:45:38Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,34247.95,2612.13,Mobile app,Web order - Trolley bag 24 inch
WB-105856,2026-03-22T18:30:51Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,12444.95,949.19,Phone order,Web order - Mixer jar spare
WB-106028,2026-03-22T19:29:26Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,85913.00,6552.69,Web,Web order - Mixer jar spare
WB-106056,2026-03-22T10:52:46Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,35411.00,2700.84,Phone order,Web order - Mixer jar spare
WB-106159,2026-03-22T11:28:41Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,75928.84,5791.18,Marketplace,Web order - Copper water bottle
WB-106233,2026-03-22T11:08:18Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,16326.55,1245.25,Web,Web order - Coir door mat
WB-106302,2026-03-22T16:39:31Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,61866.93,4718.66,Marketplace,Web order - Rubber foot mat
WB-106347,2026-03-22T19:52:06Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,1910.00,145.68,Phone order,Web order - Steel tiffin carrier
WB-106441,2026-03-22T12:29:46Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,19184.00,1463.19,Mobile app,Web order - Rubber foot mat
WB-106790,2026-03-22T15:29:06Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,27569.00,2102.72,Marketplace,Web order - Trolley bag 24 inch
WB-106883,2026-03-22T18:03:15Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,28478.27,2172.07,Phone order,Web order - Coir door mat
WB-107262,2026-03-22T19:13:40Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,21498.61,1639.72,Mobile app,Web order - Rubber foot mat
WB-107266,2026-03-22T20:01:26Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,70676.00,5390.54,Mobile app,Web order - Trolley bag 24 inch
WB-107451,2026-03-22T18:03:15Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,6856.65,522.96,Web,Web order - Mixer jar spare
WB-108837,2026-03-22T19:29:26Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,8927.00,680.87,Mobile app,Web order - Copper water bottle
WB-108876,2026-03-22T14:58:34Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,8486.22,647.25,Marketplace,Web order - Trolley bag 24 inch
WB-109033,2026-03-22T10:59:56Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,14882.30,1135.09,Marketplace,Web order - Trolley bag 24 inch
WB-109107,2026-03-22T08:24:06Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,65367.18,4985.63,Mobile app,Web order - Copper water bottle
WB-109212,2026-03-22T13:30:14Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,44721.42,3410.96,Web,Web order - Mixer jar spare
WB-109382,2026-03-22T13:18:42Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,69531.66,5303.26,Phone order,Web order - Steel tiffin carrier
WB-109519,2026-03-22T14:52:46Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,29327.00,2236.81,Marketplace,Web order - Rubber foot mat
WB-104074,2026-03-23T12:58:52Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,83982.38,6405.44,Marketplace,Web order - Rubber foot mat
WB-104317,2026-03-23T11:13:00Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,62550.00,4770.76,Phone order,Web order - Coir door mat
WB-104373,2026-03-23T19:19:06Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,54001.99,4118.80,Phone order,Web order - Mixer jar spare
WB-104518,2026-03-23T19:40:33Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,77662.00,5923.37,Web,Web order - Coir door mat
WB-104547,2026-03-23T11:43:06Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,90821.00,6927.03,Mobile app,Web order - Rubber foot mat
WB-104583,2026-03-23T08:59:35Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,78803.27,6010.42,Phone order,Web order - Mixer jar spare
WB-104591,2026-03-23T13:47:26Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,64169.00,4894.25,Mobile app,Web order - Trolley bag 24 inch
WB-104806,2026-03-23T15:23:20Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,17124.00,1306.07,Marketplace,Web order - Copper water bottle
WB-104887,2026-03-23T16:52:26Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,20006.00,1525.88,Mobile app,Web order - Rubber foot mat
WB-104936,2026-03-23T09:50:39Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,70370.38,5367.23,Marketplace,Web order - Trolley bag 24 inch
WB-105167,2026-03-23T11:23:59Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,84250.79,6425.91,Phone order,Web order - Coir door mat
WB-105223,2026-03-23T16:20:09Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,22903.49,1746.88,Marketplace,Web order - Rubber foot mat
WB-105382,2026-03-23T15:55:02Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,16340.46,1246.31,Web,Web order - Mixer jar spare
WB-105391,2026-03-23T20:38:46Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,35924.00,2739.97,Marketplace,Web order - Trolley bag 24 inch
WB-105633,2026-03-23T09:36:00Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Glazed tile carton lot,1,27180.00,2073.05,Marketplace,Glazed tile carton lot
WB-105727,2026-03-23T18:33:46Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,23646.20,1803.52,Marketplace,Web order - Trolley bag 24 inch
WB-106317,2026-03-23T08:24:04Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,23434.34,1787.36,Mobile app,Web order - Copper water bottle
WB-106528,2026-03-23T20:39:11Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,50978.15,3888.16,Marketplace,Web order - Copper water bottle
WB-106602,2026-03-23T18:28:25Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,10564.95,805.80,Phone order,Web order - Steel tiffin carrier
WB-106920,2026-03-23T08:18:40Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,5673.00,432.69,Web,Web order - Coir door mat
WB-106953,2026-03-23T16:10:26Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,56528.00,4311.46,Web,Web order - Mixer jar spare
WB-106962,2026-03-23T17:35:52Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,1884.38,143.72,Phone order,Web order - Steel tiffin carrier
WB-107030,2026-03-23T08:47:45Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,41806.36,3188.62,Web,Web order - Steel tiffin carrier
WB-107142,2026-03-23T16:20:08Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,39611.05,3021.18,Marketplace,Web order - Trolley bag 24 inch
WB-107160,2026-03-23T08:47:03Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,50706.11,3867.42,Mobile app,Web order - Copper water bottle
WB-107342,2026-03-23T14:40:14Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,53809.64,4104.13,Phone order,Web order - Mixer jar spare
WB-107444,2026-03-23T17:03:53Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,83788.00,6390.61,Web,Web order - Steel tiffin carrier
WB-107907,2026-03-23T20:58:53Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,90160.00,6876.61,Mobile app,Web order - Trolley bag 24 inch
WB-108001,2026-03-23T11:10:06Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,65108.00,4965.86,Phone order,Web order - Steel tiffin carrier
WB-108180,2026-03-23T15:06:46Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,82797.80,6315.09,Web,Web order - Coir door mat
WB-108277,2026-03-23T17:49:13Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,22252.00,1697.19,Web,Web order - Mixer jar spare
WB-108344,2026-03-23T20:02:51Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,83764.53,6388.82,Web,Web order - Steel tiffin carrier
WB-108740,2026-03-23T17:46:20Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,35784.60,2729.33,Mobile app,Web order - Rubber foot mat
WB-108931,2026-03-23T08:32:20Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,82770.00,6312.97,Web,Web order - Mixer jar spare
WB-109080,2026-03-23T20:13:00Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,39969.00,3048.48,Mobile app,Web order - Copper water bottle
WB-109115,2026-03-23T18:47:26Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,32930.00,2511.61,Mobile app,Web order - Rubber foot mat
WB-109252,2026-03-23T09:26:16Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,32794.69,2501.29,Phone order,Web order - Coir door mat
WB-109796,2026-03-23T12:31:16Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,88549.70,6753.79,Marketplace,Web order - Copper water bottle
WB-109836,2026-03-23T15:18:21Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,59391.64,4529.87,Mobile app,Web order - Trolley bag 24 inch
WB-109839,2026-03-23T09:27:40Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,77988.00,5948.24,Marketplace,Web order - Rubber foot mat
WB-104335,2026-03-24T13:15:05Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,13246.35,1010.31,Web,Web order - Steel tiffin carrier
WB-104549,2026-03-24T13:27:20Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,85281.00,6504.48,Phone order,Web order - Mixer jar spare
WB-104764,2026-03-24T13:13:40Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,44220.00,3372.71,Marketplace,Web order - Copper water bottle
WB-104905,2026-03-24T15:30:53Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,45556.00,3474.61,Phone order,Web order - Coir door mat
WB-105042,2026-03-24T14:58:52Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,51783.98,3949.63,Web,Web order - Steel tiffin carrier
WB-105227,2026-03-24T09:04:40Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,13206.00,1007.24,Marketplace,Web order - Trolley bag 24 inch
WB-105339,2026-03-24T20:01:26Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,28088.00,2142.31,Mobile app,Web order - Trolley bag 24 inch
WB-105405,2026-03-24T12:00:22Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,27385.88,2088.75,Web,Web order - Steel tiffin carrier
WB-105474,2026-03-24T10:46:00Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,49536.00,3778.17,Marketplace,Web order - Trolley bag 24 inch
WB-105492,2026-03-24T13:26:32Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,69423.38,5295.00,Web,Web order - Mixer jar spare
WB-105785,2026-03-24T17:26:33Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,10432.00,795.66,Phone order,Web order - Steel tiffin carrier
WB-106073,2026-03-24T13:07:13Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,22855.00,1743.18,Marketplace,Web order - Rubber foot mat
WB-106128,2026-03-24T14:12:53Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,88477.00,6748.25,Marketplace,Web order - Copper water bottle
WB-106229,2026-03-24T13:01:08Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,33649.45,2566.48,Mobile app,Web order - Trolley bag 24 inch
WB-106236,2026-03-24T15:45:38Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,56735.35,4327.27,Web,Web order - Coir door mat
WB-106241,2026-03-24T14:18:00Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,59337.00,4525.70,Mobile app,Web order - Copper water bottle
WB-106456,2026-03-24T14:27:20Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,13443.00,1025.31,Phone order,Web order - Coir door mat
WB-106694,2026-03-24T12:33:04Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,34628.52,2641.16,Phone order,Web order - Mixer jar spare
WB-106912,2026-03-24T16:21:13Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,62309.20,4752.40,Web,Web order - Mixer jar spare
WB-107087,2026-03-24T14:04:40Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,60591.00,4621.35,Mobile app,Web order - Trolley bag 24 inch
WB-107757,2026-03-24T15:00:00Z,Shubhankar Electricals LLP,PAID,USD,Steel tiffin carrier,3,936.00,71.39,Phone order,Web order - Steel tiffin carrier
WB-107946,2026-03-24T15:03:13Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,70177.00,5352.48,Phone order,Web order - Mixer jar spare
WB-108182,2026-03-24T08:22:56Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,22755.48,1735.59,Mobile app,Web order - Rubber foot mat
WB-108197,2026-03-24T17:03:33Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,42292.00,3225.66,Marketplace,Web order - Copper water bottle
WB-108221,2026-03-24T08:06:26Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,77876.00,5939.69,Marketplace,Web order - Rubber foot mat
WB-108246,2026-03-24T15:08:38Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,38962.16,2971.69,Marketplace,Web order - Trolley bag 24 inch
WB-108556,2026-03-24T19:03:13Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,64912.00,4950.92,Phone order,Web order - Steel tiffin carrier
WB-108642,2026-03-24T09:27:20Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,27483.00,2096.16,Mobile app,Web order - Rubber foot mat
WB-108684,2026-03-24T15:40:53Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,84292.00,6429.05,Web,Web order - Coir door mat
