Bill No,Bill Date,Store Code,Terminal Id,Customer Name,Item Name,Qty,Payment Mode,Bill Amount,Tax,Remarks
POS-302389,18/03/2026,PNQ-01,TID4236,Bhavani Steel Trading Pvt Ltd,Crockery half set,4,WALLET,"33,154.00","2,528.69",Counter bill Crockery half set
POS-302806,18/03/2026,MYS-01,TID4871,Sanchit Hardware Depot Pvt Ltd,Paint tin 4L,3,UPI,"18,697.00","1,426.04",Counter bill Paint tin 4L
POS-303149,18/03/2026,BLR-02,TID4366,Ekansh Glassworks Private Limited,Sports kit,2,WALLET,"46,666.72","3,559.33",Counter bill Sports kit
POS-303615,18/03/2026,BLR-02,TID4694,Girnar Pipes and Fittings Pvt Ltd,Ladder step 4ft,1,UPI,"42,661.00","3,253.81",Counter bill Ladder step 4ft
POS-303668,18/03/2026,MYS-01,TID4622,Prithvi Seeds and Feeds Pvt Ltd,Grocery basket,4,UPI,"16,957.72","1,293.39",Counter bill Grocery basket
POS-303745,18/03/2026,BLR-01,TID4235,Vaayu Organics Private Limited,Extension board,4,UPI,"39,445.00","3,008.52",Counter bill Extension board
POS-304199,18/03/2026,PNQ-01,TID4882,Neelkanth Ceramics Pvt Ltd,Sponge pack,3,WALLET,"25,074.00","1,912.42",Counter bill Sponge pack
POS-304416,18/03/2026,BLR-01,TID4317,Sohrab Auto Spares LLP,Torch and cells,4,CARD,"46,320.00","3,532.88",Counter bill Torch and cells
POS-304718,18/03/2026,HYD-01,TID4653,Meghdoot Packaging LLP,Measuring tape 5m,3,UPI,"36,073.00","2,751.33",Counter bill Measuring tape 5m
POS-305183,18/03/2026,BLR-02,TID4603,Naaz Fabrics Private Limited,Garden tool set,2,WALLET,"16,826.38","1,283.37",Counter bill Garden tool set
POS-305790,18/03/2026,BLR-02,TID4577,Ranjeet Timber Depot Pvt Ltd,Electrical wire roll,1,UPI,"35,541.07","2,710.76",Counter bill Electrical wire roll
POS-305911,18/03/2026,HYD-01,TID4407,Barkat Stationers Private Limited,Storage crate,4,UPI,"28,053.00","2,139.64",Counter bill Storage crate
POS-305990,18/03/2026,HYD-01,TID4356,Suvarna Weaves LLP,Tarpaulin sheet,2,UPI,"40,293.00","3,073.19",Counter bill Tarpaulin sheet
POS-300375,19/03/2026,BLR-01,TID4841,Rukmini Provisions Private Limited,Plumbing fittings,4,WALLET,"37,390.00","2,851.78",Counter bill Plumbing fittings
POS-301532,19/03/2026,BLR-01,TID4377,Prithvi Seeds and Feeds Pvt Ltd,Torch and cells,4,CARD,"21,540.00","1,642.88",Counter bill Torch and cells
POS-301794,19/03/2026,PNQ-01,TID4657,Marudhar Furnishings LLP,Sports kit,2,CARD,"36,104.00","2,753.69",Counter bill Sports kit
POS-302636,19/03/2026,MYS-01,TID4297,Bhoomi Tiles and Sanitary LLP,Storage crate,4,WALLET,"39,882.73","3,041.90",Counter bill Storage crate
POS-302740,19/03/2026,BLR-01,TID4885,Palashwood Interiors Pvt Ltd,Stationery pack,1,CARD,"37,700.00","2,875.42",Counter bill Stationery pack
POS-302769,19/03/2026,BLR-02,TID4297,Chandravat Metals Private Limited,Grocery basket,4,UPI,"46,181.00","3,522.28",Counter bill Grocery basket
POS-302959,19/03/2026,BLR-01,TID4052,Vindhya Plastics Private Limited,Fastener assortment,2,WALLET,"6,670.00",508.73,Counter bill Fastener assortment
POS-303182,19/03/2026,PNQ-01,TID4307,Anokhi Kitchenware Pvt Ltd,Bedding roll,1,UPI,"46,249.05","3,527.47",Counter bill Bedding roll
POS-303470,19/03/2026,MYS-01,TID4562,Chirag Battery House Pvt Ltd,Sponge pack,3,UPI,"35,437.00","2,702.82",Counter bill Sponge pack
POS-303637,19/03/2026,HYD-01,TID4381,Ambar Cold Rooms Pvt Ltd,Electrical wire roll,1,UPI,"21,573.00","1,645.40",Counter bill Electrical wire roll
POS-303747,19/03/2026,HYD-01,TID4299,Neelkanth Ceramics Pvt Ltd,Cleaning supplies,3,WALLET,"14,698.00","1,121.03",Counter bill Cleaning supplies
POS-303901,19/03/2026,BLR-02,TID4791,Kalanjali Crafts Pvt Ltd,Measuring tape 5m,3,UPI,"11,841.73",903.18,Counter bill Measuring tape 5m
POS-304312,19/03/2026,PNQ-01,TID4237,Kesari Handlooms Pvt Ltd,Hardware fittings,2,CARD,"7,964.00",607.42,Counter bill Hardware fittings
POS-304998,19/03/2026,BLR-01,TID4165,Tarangini Prints LLP,Garden tool set,2,CARD,"7,460.00",568.98,Counter bill Garden tool set
POS-305081,19/03/2026,BLR-01,TID4184,Ojas Lighting Private Limited,Battery pack AA,3,WALLET,"39,090.00","2,981.44",Counter bill Battery pack AA
POS-305163,19/03/2026,BLR-02,TID4768,Yamini Home Needs Pvt Ltd,Ladder step 4ft,1,UPI,"36,881.18","2,812.97",Counter bill Ladder step 4ft
POS-305321,19/03/2026,BLR-02,TID4704,Utsav Bakers LLP,Extension board,4,NETBANKING,"11,231.00",856.60,Counter bill Extension board
POS-305923,19/03/2026,BLR-02,TID4423,Nirvaan Agro Mills Pvt Ltd,Cable tie pack,3,UPI,"34,461.00","2,628.38",Counter bill Cable tie pack
POS-305951,19/03/2026,BLR-01,TID4847,Ranjeet Timber Depot Pvt Ltd,Bulb pack of six,1,NETBANKING,"12,235.00",933.18,Counter bill Bulb pack of six
POS-300100,20/03/2026,PNQ-01,TID4884,Bhavani Steel Trading Pvt Ltd,Storage crate,4,WALLET,"25,094.19","1,913.96",Counter bill Storage crate
POS-300388,20/03/2026,BLR-01,TID4249,Barkat Stationers Private Limited,Crockery half set,4,UPI,"39,545.00","3,016.14",Counter bill Crockery half set
POS-300733,20/03/2026,MYS-01,TID4191,Shubhankar Electricals LLP,Sponge pack,3,WALLET,"32,842.00","2,504.90",Counter bill Sponge pack
POS-300993,20/03/2026,BLR-02,TID4385,Rukmini Provisions Private Limited,Extension board,4,CARD,"27,896.00","2,127.66",Counter bill Extension board
POS-301743,20/03/2026,BLR-01,TID4894,Sanchit Hardware Depot Pvt Ltd,Measuring tape 5m,3,CARD,"25,160.00","1,918.98",Counter bill Measuring tape 5m
POS-301842,20/03/2026,HYD-01,TID4214,Tanmay Toolroom Private Limited,Garden tool set,2,WALLET,"7,798.00",594.76,Counter bill Garden tool set
POS-302503,20/03/2026,MYS-01,TID4148,Suvarna Weaves LLP,Sports kit,2,WALLET,"38,842.20","2,962.54",Counter bill Sports kit
POS-302650,20/03/2026,BLR-02,TID4208,Vaayu Organics Private Limited,Plumbing fittings,4,UPI,"1,461.00",111.43,Counter bill Plumbing fittings
POS-302695,20/03/2026,MYS-01,TID4806,Meghdoot Packaging LLP,Paint tin 4L,3,NETBANKING,"24,547.58","1,872.27",Counter bill Paint tin 4L
POS-302949,20/03/2026,MYS-01,TID4461,Kaveri Rubber Works Pvt Ltd,Adhesive carton,1,NETBANKING,"41,027.00","3,129.18",Counter bill Adhesive carton
POS-303466,20/03/2026,BLR-02,TID4654,Sitara Packaging Solutions Pvt Ltd,Electrical wire roll,1,UPI,"17,181.02","1,310.42",Counter bill Electrical wire roll
POS-304034,20/03/2026,MYS-01,TID4478,Devgiri Paints LLP,Fastener assortment,2,CARD,"41,152.09","3,138.72",Counter bill Fastener assortment
POS-304545,20/03/2026,MYS-01,TID4091,Madhuban Nurseries Pvt Ltd,Cable tie pack,3,UPI,"44,737.97","3,412.22",Counter bill Cable tie pack
POS-304693,20/03/2026,PNQ-01,TID4294,Ekansh Glassworks Private Limited,Tarpaulin sheet,2,CARD,"14,664.00","1,118.44",Counter bill Tarpaulin sheet
POS-305216,20/03/2026,HYD-01,TID4501,Naaz Fabrics Private Limited,Mop and bucket,2,UPI,"9,813.49",748.49,Counter bill Mop and bucket
POS-305237,20/03/2026,HYD-01,TID4565,Jashan Sports Goods Pvt Ltd,Stationery pack,1,WALLET,"3,958.32",301.91,Counter bill Stationery pack
POS-305462,20/03/2026,BLR-02,TID4188,Nirvaan Agro Mills Pvt Ltd,Battery pack AA,3,UPI,"7,621.00",581.26,Counter bill Battery pack AA
POS-305554,20/03/2026,PNQ-01,TID4544,Girnar Pipes and Fittings Pvt Ltd,Bedding roll,1,UPI,"29,009.37","2,212.58",Counter bill Bedding roll
POS-305915,20/03/2026,MYS-01,TID4040,Sohrab Auto Spares LLP,Grocery basket,4,WALLET,"25,482.00","1,943.54",Counter bill Grocery basket
POS-300624,21/03/2026,BLR-02,TID4160,Vindhya Plastics Private Limited,Hardware fittings,2,WALLET,"26,326.17","2,007.93",Counter bill Hardware fittings
POS-301011,21/03/2026,MYS-01,TID4682,Ekansh Glassworks Private Limited,Sports kit,2,UPI,"36,277.06","2,766.89",Counter bill Sports kit
POS-301262,21/03/2026,BLR-01,TID4837,Meghdoot Packaging LLP,Measuring tape 5m,3,UPI,"37,365.00","2,849.87",Counter bill Measuring tape 5m
POS-301569,21/03/2026,HYD-01,TID4459,Bhoomi Tiles and Sanitary LLP,Crockery half set,4,UPI,"15,813.00","1,206.08",Counter bill Crockery half set
POS-301690,21/03/2026,BLR-01,TID4229,Chirag Battery House Pvt Ltd,Cleaning supplies,3,UPI,"39,405.00","3,005.47",Counter bill Cleaning supplies
POS-302245,21/03/2026,BLR-02,TID4468,Chandravat Metals Private Limited,Torch and cells,4,CARD,"15,876.77","1,210.94",Counter bill Torch and cells
POS-302286,21/03/2026,HYD-01,TID4852,Utsav Bakers LLP,Plumbing fittings,4,CARD,"31,168.00","2,377.22",Counter bill Plumbing fittings
POS-302472,21/03/2026,BLR-01,TID4617,Tarangini Prints LLP,Mop and bucket,2,UPI,"35,825.00","2,732.42",Counter bill Mop and bucket
POS-303012,21/03/2026,HYD-01,TID4381,Barkat Stationers Private Limited,Storage crate,4,CARD,"2,668.00",203.49,Counter bill Storage crate
POS-303356,21/03/2026,MYS-01,TID4506,Yamini Home Needs Pvt Ltd,Bedding roll,1,WALLET,"41,342.00","3,153.20",Counter bill Bedding roll
POS-303537,21/03/2026,HYD-01,TID4330,Kalanjali Crafts Pvt Ltd,Paint tin 4L,3,UPI,"46,413.00","3,539.97",Counter bill Paint tin 4L
POS-303631,21/03/2026,BLR-02,TID4468,Palashwood Interiors Pvt Ltd,Adhesive carton,1,UPI,"28,481.28","2,172.30",Counter bill Adhesive carton
POS-303786,21/03/2026,HYD-01,TID4070,Ambar Cold Rooms Pvt Ltd,Bulb pack of six,1,UPI,"44,593.00","3,401.16",Counter bill Bulb pack of six
POS-303904,21/03/2026,MYS-01,TID4541,Anokhi Kitchenware Pvt Ltd,Ladder step 4ft,1,NETBANKING,"3,787.10",288.85,Counter bill Ladder step 4ft
POS-303917,21/03/2026,BLR-02,TID4508,Prithvi Seeds and Feeds Pvt Ltd,Grocery basket,4,UPI,"47,661.00","3,635.16",Counter bill Grocery basket
POS-304340,21/03/2026,BLR-01,TID4557,Neelkanth Ceramics Pvt Ltd,Sponge pack,3,UPI,"35,405.00","2,700.38",Counter bill Sponge pack
POS-304389,21/03/2026,BLR-01,TID4037,Ojas Lighting Private Limited,Cable tie pack,3,CARD,"12,860.00",980.85,Counter bill Cable tie pack
POS-305001,21/03/2026,BLR-01,TID4758,Ranjeet Timber Depot Pvt Ltd,Electrical wire roll,1,WALLET,"43,110.84","3,288.11",Counter bill Electrical wire roll
POS-305201,21/03/2026,BLR-02,TID4450,Kesari Handlooms Pvt Ltd,Fastener assortment,2,CARD,"15,756.25","1,201.75",Counter bill Fastener assortment
POS-305699,21/03/2026,BLR-01,TID4225,Marudhar Furnishings LLP,Tarpaulin sheet,2,CARD,"1,580.00",120.51,Counter bill Tarpaulin sheet
POS-300640,22/03/2026,MYS-01,TID4266,Sohrab Auto Spares LLP,Torch and cells,4,WALLET,"33,362.00","2,544.56",Counter bill Torch and cells
POS-301134,22/03/2026,HYD-01,TID4554,Madhuban Nurseries Pvt Ltd,Battery pack AA,3,NETBANKING,"35,383.59","2,698.75",Counter bill Battery pack AA
POS-301305,22/03/2026,HYD-01,TID4448,Shubhankar Electricals LLP,Cleaning supplies,3,WALLET,"22,038.00","1,680.86",Counter bill Cleaning supplies
POS-301316,22/03/2026,MYS-01,TID4352,Sanchit Hardware Depot Pvt Ltd,Paint tin 4L,3,NETBANKING,"2,467.00",188.16,Counter bill Paint tin 4L
POS-301336,22/03/2026,PNQ-01,TID4054,Tanmay Toolroom Private Limited,Mop and bucket,2,NETBANKING,379.31,28.93,Counter bill Mop and bucket
POS-301375,22/03/2026,BLR-01,TID4511,Vindhya Plastics Private Limited,Fastener assortment,2,CARD,"41,380.75","3,156.16",Counter bill Fastener assortment
POS-302794,22/03/2026,HYD-01,TID4106,Anokhi Kitchenware Pvt Ltd,Bedding roll,1,CARD,"7,048.00",537.56,Counter bill Bedding roll
POS-302973,22/03/2026,MYS-01,TID4803,Kaveri Rubber Works Pvt Ltd,Stationery pack,1,WALLET,"18,222.00","1,389.81",Counter bill Stationery pack
POS-303616,22/03/2026,BLR-02,TID4672,Nirvaan Agro Mills Pvt Ltd,Cable tie pack,3,WALLET,"36,206.74","2,761.53",Counter bill Cable tie pack
POS-304116,22/03/2026,BLR-02,TID4143,Rukmini Provisions Private Limited,Plumbing fittings,4,UPI,"38,801.00","2,959.40",Counter bill Plumbing fittings
POS-304346,22/03/2026,HYD-01,TID4633,Girnar Pipes and Fittings Pvt Ltd,Ladder step 4ft,1,UPI,"42,233.04","3,221.16",Counter bill Ladder step 4ft
POS-304382,22/03/2026,MYS-01,TID4665,Bhavani Steel Trading Pvt Ltd,Crockery half set,4,UPI,"4,657.00",355.19,Counter bill Crockery half set
POS-304459,22/03/2026,HYD-01,TID4039,Vaayu Organics Private Limited,Extension board,4,WALLET,"38,078.00","2,904.25",Counter bill Extension board
POS-304555,22/03/2026,HYD-01,TID4211,Naaz Fabrics Private Limited,Garden tool set,2,WALLET,"20,378.00","1,554.25",Counter bill Garden tool set
POS-304651,22/03/2026,BLR-01,TID4028,Jashan Sports Goods Pvt Ltd,Adhesive carton,1,CARD,"38,000.00","2,898.31",Counter bill Adhesive carton
POS-304690,22/03/2026,BLR-01,TID4462,Devgiri Paints LLP,Hardware fittings,2,CARD,"9,540.00",727.63,Counter bill Hardware fittings
POS-304803,22/03/2026,BLR-02,TID4783,Sitara Packaging Solutions Pvt Ltd,Bulb pack of six,1,UPI,"24,381.00","1,859.57",Counter bill Bulb pack of six
POS-305010,22/03/2026,BLR-02,TID4612,Suvarna Weaves LLP,Tarpaulin sheet,2,WALLET,"29,486.52","2,248.97",Counter bill Tarpaulin sheet
POS-305456,22/03/2026,BLR-01,TID4879,Chirag Battery House Pvt Ltd,Sponge pack,3,NETBANKING,"31,355.00","2,391.48",Counter bill Sponge pack
POS-300168,23/03/2026,BLR-02,TID4375,Marudhar Furnishings LLP,Sports kit,2,NETBANKING,"27,831.00","2,122.70",Counter bill Sports kit
POS-300412,23/03/2026,BLR-01,TID4322,Sanchit Hardware Depot Pvt Ltd,Hardware fittings,1,CARD,"27,460.00","2,094.41",Counter bill hardware fittings
POS-300526,23/03/2026,PNQ-01,TID4273,Ojas Lighting Private Limited,Battery pack AA,3,WALLET,"8,214.00",626.49,Counter bill Battery pack AA
POS-300745,23/03/2026,HYD-01,TID4142,Yamini Home Needs Pvt Ltd,Ladder step 4ft,1,WALLET,998.00,76.12,Counter bill Ladder step 4ft
POS-300759,23/03/2026,HYD-01,TID4434,Ambar Cold Rooms Pvt Ltd,Electrical wire roll,1,WALLET,"9,338.00",712.22,Counter bill Electrical wire roll
POS-300832,23/03/2026,MYS-01,TID4826,Kalanjali Crafts Pvt Ltd,Measuring tape 5m,3,WALLET,"43,582.85","3,324.12",Counter bill Measuring tape 5m
POS-300834,23/03/2026,BLR-02,TID4110,Barkat Stationers Private Limited,Crockery half set,4,NETBANKING,"7,071.00",539.31,Counter bill Crockery half set
POS-301614,23/03/2026,MYS-01,TID4595,Utsav Bakers LLP,Extension board,4,NETBANKING,"4,167.11",317.83,Counter bill Extension board
POS-301693,23/03/2026,BLR-01,TID4686,Bhoomi Tiles and Sanitary LLP,Storage crate,4,UPI,"11,105.00",846.99,Counter bill Storage crate
POS-301892,23/03/2026,PNQ-01,TID4834,Naaz Fabrics Private Limited,Mop and bucket,2,NETBANKING,"24,739.69","1,886.93",Counter bill Mop and bucket
POS-302005,23/03/2026,HYD-01,TID4465,Kesari Handlooms Pvt Ltd,Hardware fittings,2,WALLET,"9,558.02",729.00,Counter bill Hardware fittings
POS-302047,23/03/2026,PNQ-01,TID4895,Kaveri Rubber Works Pvt Ltd,Adhesive carton,1,UPI,"25,169.72","1,919.72",Counter bill Adhesive carton
POS-302379,23/03/2026,BLR-01,TID4790,Ekansh Glassworks Private Limited,Tarpaulin sheet,2,NETBANKING,"24,435.00","1,863.69",Counter bill Tarpaulin sheet
POS-302645,23/03/2026,MYS-01,TID4213,Meghdoot Packaging LLP,Paint tin 4L,3,CARD,"7,792.00",594.31,Counter bill Paint tin 4L
POS-303058,23/03/2026,PNQ-01,TID4324,Chandravat Metals Private Limited,Grocery basket,4,UPI,"14,869.00","1,134.08",Counter bill Grocery basket
POS-303180,23/03/2026,BLR-01,TID4422,Ranjeet Timber Depot Pvt Ltd,Bulb pack of six,1,NETBANKING,"34,455.70","2,627.98",Counter bill Bulb pack of six
POS-304209,23/03/2026,MYS-01,TID4113,Palashwood Interiors Pvt Ltd,Stationery pack,1,UPI,"7,097.00",541.30,Counter bill Stationery pack
POS-304314,23/03/2026,MYS-01,TID4191,Tarangini Prints LLP,Garden tool set,2,WALLET,"45,442.36","3,465.94",Counter bill Garden tool set
POS-305107,23/03/2026,MYS-01,TID4004,Prithvi Seeds and Feeds Pvt Ltd,Torch and cells,4,CARD,"44,132.24","3,366.02",Counter bill Torch and cells
POS-305984,23/03/2026,HYD-01,TID4200,Neelkanth Ceramics Pvt Ltd,Cleaning supplies,3,NETBANKING,"26,603.00","2,029.04",Counter bill Cleaning supplies
POS-300152,24/03/2026,BLR-02,TID4384,Tanmay Toolroom Private Limited,Garden tool set,2,NETBANKING,"8,991.00",685.75,Counter bill Garden tool set
POS-300200,24/03/2026,PNQ-01,TID4044,Shubhankar Electricals LLP,Sponge pack,3,UPI,"25,509.00","1,945.60",Counter bill Sponge pack
POS-300826,24/03/2026,BLR-01,TID4669,Sitara Packaging Solutions Pvt Ltd,Electrical wire roll,1,UPI,"42,485.00","3,240.38",Counter bill Electrical wire roll
POS-301335,24/03/2026,HYD-01,TID4145,Ambar Cold Rooms Pvt Ltd,Bulb pack of six,1,WALLET,"26,218.00","1,999.68",Counter bill Bulb pack of six
POS-301420,24/03/2026,HYD-01,TID4353,Anokhi Kitchenware Pvt Ltd,Ladder step 4ft,1,UPI,"33,973.00","2,591.16",Counter bill Ladder step 4ft
POS-301991,24/03/2026,HYD-01,TID4795,Nirvaan Agro Mills Pvt Ltd,Battery pack AA,3,CARD,"43,368.00","3,307.73",Counter bill Battery pack AA
POS-302083,24/03/2026,MYS-01,TID4306,Devgiri Paints LLP,Fastener assortment,2,NETBANKING,"33,647.00","2,566.30",Counter bill Fastener assortment
POS-302251,24/03/2026,HYD-01,TID4034,Madhuban Nurseries Pvt Ltd,Cable tie pack,3,NETBANKING,"44,343.00","3,382.09",Counter bill Cable tie pack
POS-302431,24/03/2026,BLR-01,TID4323,Girnar Pipes and Fittings Pvt Ltd,Bedding roll,1,UPI,"21,165.80","1,614.34",Counter bill Bedding roll
POS-303132,24/03/2026,HYD-01,TID4201,Chandravat Metals Private Limited,Torch and cells,4,UPI,"20,313.00","1,549.30",Counter bill Torch and cells
POS-303455,24/03/2026,MYS-01,TID4890,Chirag Battery House Pvt Ltd,Cleaning supplies,3,CARD,"6,232.21",475.34,Counter bill Cleaning supplies
POS-303683,24/03/2026,BLR-02,TID4152,Sohrab Auto Spares LLP,Grocery basket,4,WALLET,"13,666.00","1,042.32",Counter bill Grocery basket
POS-303742,24/03/2026,PNQ-01,TID4817,Marudhar Furnishings LLP,Tarpaulin sheet,2,CARD,"30,924.00","2,358.61",Counter bill Tarpaulin sheet
POS-303992,24/03/2026,HYD-01,TID4469,Rukmini Provisions Private Limited,Extension board,4,CARD,"3,288.00",250.78,Counter bill Extension board
POS-304074,24/03/2026,HYD-01,TID4652,Bhavani Steel Trading Pvt Ltd,Storage crate,4,CARD,"36,068.00","2,750.95",Counter bill Storage crate
POS-304224,24/03/2026,PNQ-01,TID4734,Jashan Sports Goods Pvt Ltd,Stationery pack,1,NETBANKING,"42,939.00","3,275.01",Counter bill Stationery pack
POS-304610,24/03/2026,BLR-02,TID4420,Suvarna Weaves LLP,Sports kit,2,UPI,"21,841.56","1,665.88",Counter bill Sports kit
POS-304652,24/03/2026,HYD-01,TID4659,Sanchit Hardware Depot Pvt Ltd,Measuring tape 5m,3,UPI,"4,613.00",351.84,Counter bill Measuring tape 5m
POS-305245,24/03/2026,MYS-01,TID4580,Vindhya Plastics Private Limited,Hardware fittings,2,WALLET,"10,362.31",790.35,Counter bill Hardware fittings
POS-305377,24/03/2026,PNQ-01,TID4443,Vaayu Organics Private Limited,Plumbing fittings,4,CARD,"15,704.00","1,197.76",Counter bill Plumbing fittings
POS-300194,25/03/2026,BLR-02,TID4553,Prithvi Seeds and Feeds Pvt Ltd,Grocery basket,4,NETBANKING,"22,771.00","1,736.77",Counter bill Grocery basket
POS-300754,25/03/2026,BLR-02,TID4346,Bhoomi Tiles and Sanitary LLP,Crockery half set,4,WALLET,"46,526.14","3,548.60",Counter bill Crockery half set
POS-301159,25/03/2026,BLR-01,TID4495,Kesari Handlooms Pvt Ltd,Fastener assortment,2,WALLET,"34,970.00","2,667.20",Counter bill Fastener assortment
POS-301183,25/03/2026,PNQ-01,TID4426,Kaveri Rubber Works Pvt Ltd,Stationery pack,1,CARD,"9,284.84",708.17,Counter bill Stationery pack
POS-301221,25/03/2026,BLR-02,TID4713,Ekansh Glassworks Private Limited,Sports kit,2,NETBANKING,"4,991.23",380.69,Counter bill Sports kit
POS-301504,25/03/2026,BLR-01,TID4033,Neelkanth Ceramics Pvt Ltd,Sponge pack,3,NETBANKING,"6,535.00",498.43,Counter bill Sponge pack
POS-301540,25/03/2026,HYD-01,TID4098,Ojas Lighting Private Limited,Cable tie pack,3,CARD,"44,788.00","3,416.03",Counter bill Cable tie pack
POS-301737,25/03/2026,BLR-02,TID4235,Madhuban Nurseries Pvt Ltd,Battery pack AA,3,WALLET,"26,846.00","2,047.58",Counter bill Battery pack AA
POS-302333,25/03/2026,HYD-01,TID4476,Girnar Pipes and Fittings Pvt Ltd,Ladder step 4ft,1,WALLET,"41,138.00","3,137.64",Counter bill Ladder step 4ft
POS-302673,25/03/2026,PNQ-01,TID4418,Utsav Bakers LLP,Plumbing fittings,4,UPI,"40,729.21","3,106.47",Counter bill Plumbing fittings
POS-303578,25/03/2026,MYS-01,TID4099,Ranjeet Timber Depot Pvt Ltd,Electrical wire roll,1,UPI,"13,297.27","1,014.20",Counter bill Electrical wire roll
POS-303902,25/03/2026,BLR-01,TID4280,Kalanjali Crafts Pvt Ltd,Paint tin 4L,3,CARD,"1,960.00",149.49,Counter bill Paint tin 4L
POS-303919,25/03/2026,MYS-01,TID4116,Naaz Fabrics Private Limited,Garden tool set,2,CARD,812.03,61.93,Counter bill Garden tool set
POS-304342,25/03/2026,MYS-01,TID4401,Vaayu Organics Private Limited,Extension board,4,NETBANKING,"46,907.00","3,577.65",Counter bill Extension board
POS-304365,25/03/2026,BLR-02,TID4183,Meghdoot Packaging LLP,Measuring tape 5m,3,WALLET,"32,786.00","2,500.63",Counter bill Measuring tape 5m
POS-304561,25/03/2026,PNQ-01,TID4603,Barkat Stationers Private Limited,Storage crate,4,CARD,"16,824.00","1,283.19",Counter bill Storage crate
POS-304895,25/03/2026,MYS-01,TID4386,Tarangini Prints LLP,Mop and bucket,2,WALLET,"15,302.40","1,167.13",Counter bill Mop and bucket
POS-305167,25/03/2026,BLR-02,TID4632,Yamini Home Needs Pvt Ltd,Bedding roll,1,WALLET,"4,426.00",337.58,Counter bill Bedding roll
POS-305810,25/03/2026,PNQ-01,TID4404,Palashwood Interiors Pvt Ltd,Adhesive carton,1,UPI,"34,329.49","2,618.35",Counter bill Adhesive carton
POS-300177,26/03/2026,MYS-01,TID4712,Palashwood Interiors Pvt Ltd,Stationery pack,1,NETBANKING,"4,987.00",380.36,Counter bill Stationery pack
POS-300296,26/03/2026,BLR-02,TID4177,Devgiri Paints LLP,Hardware fittings,2,UPI,"32,741.86","2,497.26",Counter bill Hardware fittings
POS-300336,26/03/2026,BLR-01,TID4177,Sitara Packaging Solutions Pvt Ltd,Bulb pack of six,1,CARD,"1,240.72",94.63,Counter bill Bulb pack of six
POS-301194,26/03/2026,BLR-02,TID4708,Suvarna Weaves LLP,Tarpaulin sheet,2,UPI,"4,961.00",378.38,Counter bill Tarpaulin sheet
POS-301640,26/03/2026,HYD-01,TID4041,Bhavani Steel Trading Pvt Ltd,Crockery half set,4,CARD,"31,788.23","2,424.53",Counter bill Crockery half set
POS-302063,26/03/2026,HYD-01,TID4745,Nirvaan Agro Mills Pvt Ltd,Cable tie pack,3,WALLET,"24,118.66","1,839.56",Counter bill Cable tie pack
POS-302123,26/03/2026,MYS-01,TID4800,Ambar Cold Rooms Pvt Ltd,Electrical wire roll,1,WALLET,"11,902.90",907.85,Counter bill Electrical wire roll
POS-302296,26/03/2026,BLR-01,TID4757,Tanmay Toolroom Private Limited,Mop and bucket,2,UPI,"17,905.00","1,365.64",Counter bill Mop and bucket
POS-302418,26/03/2026,HYD-01,TID4899,Chandravat Metals Private Limited,Grocery basket,4,WALLET,"25,198.27","1,921.90",Counter bill Grocery basket
POS-303152,26/03/2026,HYD-01,TID4199,Chirag Battery House Pvt Ltd,Sponge pack,3,WALLET,"26,598.00","2,028.66",Counter bill Sponge pack
POS-303172,26/03/2026,PNQ-01,TID4500,Kalanjali Crafts Pvt Ltd,Measuring tape 5m,3,CARD,"16,104.00","1,228.27",Counter bill Measuring tape 5m
POS-303242,26/03/2026,BLR-02,TID4111,Shubhankar Electricals LLP,Cleaning supplies,3,UPI,"19,681.70","1,501.15",Counter bill Cleaning supplies
POS-303896,26/03/2026,BLR-02,TID4086,Jashan Sports Goods Pvt Ltd,Adhesive carton,1,WALLET,"25,806.71","1,968.31",Counter bill Adhesive carton
POS-303949,26/03/2026,PNQ-01,TID4047,Anokhi Kitchenware Pvt Ltd,Bedding roll,1,WALLET,"31,834.83","2,428.08",Counter bill Bedding roll
POS-304579,26/03/2026,BLR-02,TID4506,Marudhar Furnishings LLP,Sports kit,2,WALLET,"22,446.00","1,711.98",Counter bill Sports kit
POS-304648,26/03/2026,PNQ-01,TID4435,Vindhya Plastics Private Limited,Fastener assortment,2,UPI,"9,349.17",713.07,Counter bill Fastener assortment
POS-304712,26/03/2026,BLR-02,TID4870,Sohrab Auto Spares LLP,Torch and cells,4,CARD,"31,296.08","2,386.99",Counter bill Torch and cells
POS-304936,26/03/2026,BLR-01,TID4081,Sanchit Hardware Depot Pvt Ltd,Paint tin 4L,3,WALLET,"25,770.00","1,965.51",Counter bill Paint tin 4L
POS-305572,26/03/2026,PNQ-01,TID4722,Bhoomi Tiles and Sanitary LLP,Storage crate,4,NETBANKING,"17,659.00","1,346.87",Counter bill Storage crate
POS-305626,26/03/2026,HYD-01,TID4868,Rukmini Provisions Private Limited,Plumbing fittings,4,WALLET,"12,378.00",944.08,Counter bill Plumbing fittings
POS-300509,27/03/2026,MYS-01,TID4272,Ojas Lighting Private Limited,Battery pack AA,3,NETBANKING,"46,007.00","3,509.01",Counter bill Battery pack AA
POS-300713,27/03/2026,BLR-02,TID4358,Shubhankar Electricals LLP,Sponge pack,3,WALLET,"40,306.59","3,074.23",Counter bill Sponge pack
