Posting Date,Document No,Journal,GL Account Code,Cost Centre,External Ref,Customer,Narrative,Debit,Credit,Currency
13-Mar-2026,DOC/2026/208197,SALES,4150-REV-DOM,CC-BLR-01,GLX-208197,Yamini Home Needs Pvt Ltd,Secondary transport recovery,,1840.00,INR
13-Mar-2026,DOC/2026/208399,SALES,4150-REV-DOM,CC-PNQ-01,GLX-208399,Chandravat Metals Private Limited,Bulk despatch schedule A,,35704.85,INR
13-Mar-2026,DOC/2026/208629,SALES,4110-REV-DOM,CC-BLR-01,GLX-208629,Palashwood Interiors Pvt Ltd,Bulk despatch schedule B,,69390.87,INR
13-Mar-2026,DOC/2026/208821,SALES,4150-REV-DOM,CC-MYS-01,GLX-208821,Ojas Lighting Private Limited,Palletisation charges,,17722.00,INR
13-Mar-2026,DOC/2026/209472,SALES,4110-REV-DOM,CC-BLR-01,GLX-209472,Chirag Battery House Pvt Ltd,Machinery hire charges,,30150.00,INR
13-Mar-2026,DOC/2026/209820,SALES,4110-REV-DOM,CC-BLR-02,GLX-209820,Sohrab Auto Spares LLP,Consignment despatch,,35016.00,INR
14-Mar-2026,DOC/2026/204279,SALES,4120-REV-DOM,CC-BLR-01,GLX-204279,Vindhya Plastics Private Limited,Annual maintenance billing,,70225.78,INR
14-Mar-2026,DOC/2026/204306,SALES,4120-REV-DOM,CC-HYD-01,GLX-204306,Meghdoot Packaging LLP,Site erection charges,,80983.00,INR
14-Mar-2026,DOC/2026/204798,SALES,4160-REV-DOM,CC-PNQ-01,GLX-204798,Ranjeet Timber Depot Pvt Ltd,Warehouse handling recovery,,57419.00,INR
14-Mar-2026,DOC/2026/204835,SALES,4150-REV-DOM,CC-MYS-01,GLX-204835,Barkat Stationers Private Limited,Trial batch supply,,21472.94,INR
14-Mar-2026,DOC/2026/204936,SALES,4120-REV-DOM,CC-BLR-01,GLX-204936,Vaayu Organics Private Limited,Testing and calibration charges,,2095.63,INR
14-Mar-2026,DOC/2026/205493,SALES,4160-REV-DOM,CC-BLR-01,GLX-205493,Chirag Battery House Pvt Ltd,Mould development charges,,61595.00,INR
14-Mar-2026,DOC/2026/205598,SALES,4130-REV-DOM,CC-MYS-01,GLX-205598,Devgiri Paints LLP,Freight recovery billing,,33752.00,INR
14-Mar-2026,DOC/2026/205926,SALES,4120-REV-DOM,CC-PNQ-01,GLX-205926,Ambar Cold Rooms Pvt Ltd,Warehouse handling recovery,,55279.35,INR
14-Mar-2026,DOC/2026/206137,SALES,4110-REV-DOM,CC-BLR-01,GLX-206137,Sitara Packaging Solutions Pvt Ltd,Spare kit despatch,,94560.00,INR
14-Mar-2026,DOC/2026/206216,SALES,4150-REV-DOM,CC-HYD-01,GLX-206216,Bhavani Steel Trading Pvt Ltd,Tooling amortisation billing,,15478.00,INR
14-Mar-2026,DOC/2026/206249,SALES,4110-REV-DOM,CC-MYS-01,GLX-206249,Nirvaan Agro Mills Pvt Ltd,Palletisation charges,,40062.03,INR
14-Mar-2026,DOC/2026/206463,SALES,4130-REV-DOM,CC-MYS-01,GLX-206463,Rukmini Provisions Private Limited,Scrap sale realisation,,25172.00,INR
14-Mar-2026,DOC/2026/206521,SALES,4150-REV-DOM,CC-PNQ-01,GLX-206521,Shubhankar Electricals LLP,Machinery hire charges,,70024.55,INR
14-Mar-2026,DOC/2026/206632,SALES,4120-REV-DOM,CC-PNQ-01,GLX-206632,Marudhar Furnishings LLP,Rework charges billed,,33019.56,INR
14-Mar-2026,DOC/2026/206890,SALES,4110-REV-DOM,CC-HYD-01,GLX-206890,Tanmay Toolroom Private Limited,Design retainer billing,,17088.92,INR
14-Mar-2026,DOC/2026/207535,SALES,4110-REV-DOM,CC-PNQ-01,GLX-207535,Sohrab Auto Spares LLP,Bulk despatch schedule A,,17184.19,INR
14-Mar-2026,DOC/2026/207567,SALES,4110-REV-DOM,CC-MYS-01,GLX-207567,Anokhi Kitchenware Pvt Ltd,Secondary transport recovery,,12402.00,INR
14-Mar-2026,DOC/2026/207918,SALES,4140-REV-DOM,CC-HYD-01,GLX-207918,Sanchit Hardware Depot Pvt Ltd,Job work conversion charges,,7953.00,INR
14-Mar-2026,DOC/2026/208244,SALES,4110-REV-DOM,CC-BLR-02,GLX-208244,Girnar Pipes and Fittings Pvt Ltd,Export documentation recovery,,47256.00,INR
14-Mar-2026,DOC/2026/208459,SALES,4110-REV-DOM,CC-PNQ-01,GLX-208459,Ekansh Glassworks Private Limited,Rework charges billed,,36624.42,INR
14-Mar-2026,DOC/2026/208765,SALES,4130-REV-DOM,CC-HYD-01,GLX-208765,Madhuban Nurseries Pvt Ltd,Sample despatch billing,,21368.00,INR
14-Mar-2026,DOC/2026/208875,SALES,4110-REV-DOM,CC-PNQ-01,GLX-208875,Chandravat Metals Private Limited,Consignment despatch,,84264.00,INR
14-Mar-2026,DOC/2026/209252,SALES,4110-REV-DOM,CC-MYS-01,GLX-209252,Naaz Fabrics Private Limited,Packaging material supply,,28692.00,INR
14-Mar-2026,DOC/2026/209741,SALES,4130-REV-DOM,CC-BLR-01,GLX-209741,Jashan Sports Goods Pvt Ltd,Bulk despatch schedule B,,75230.00,INR
14-Mar-2026,DOC/2026/209756,SALES,4150-REV-DOM,CC-BLR-02,GLX-209756,Kaveri Rubber Works Pvt Ltd,Contract manufacturing charges,,86476.00,INR
15-Mar-2026,DOC/2026/204134,SALES,4130-REV-DOM,CC-MYS-01,GLX-204134,Sitara Packaging Solutions Pvt Ltd,Warehouse handling recovery,,67652.32,INR
15-Mar-2026,DOC/2026/204326,SALES,4140-REV-DOM,CC-BLR-01,GLX-204326,Vaayu Organics Private Limited,Scrap sale realisation,,37575.00,INR
15-Mar-2026,DOC/2026/205108,SALES,4140-REV-DOM,CC-HYD-01,GLX-205108,Ekansh Glassworks Private Limited,Labelling job billing,,1413.00,INR
15-Mar-2026,DOC/2026/205444,SALES,4130-REV-DOM,CC-MYS-01,GLX-205444,Kalanjali Crafts Pvt Ltd,Site erection charges,,32522.00,INR
15-Mar-2026,DOC/2026/205995,SALES,4130-REV-DOM,CC-MYS-01,GLX-205995,Neelkanth Ceramics Pvt Ltd,Machinery hire charges,,64982.00,INR
15-Mar-2026,DOC/2026/206087,SALES,4110-REV-DOM,CC-BLR-01,GLX-206087,Bhavani Steel Trading Pvt Ltd,Trial batch supply,,70800.00,INR
15-Mar-2026,DOC/2026/206279,SALES,4120-REV-DOM,CC-BLR-01,GLX-206279,Sanchit Hardware Depot Pvt Ltd,Site erection charges,,20635.00,INR
15-Mar-2026,DOC/2026/206483,SALES,4130-REV-DOM,CC-BLR-01,GLX-206483,Yamini Home Needs Pvt Ltd,Export documentation recovery,,80150.00,INR
15-Mar-2026,DOC/2026/206628,SALES,4110-REV-DOM,CC-MYS-01,GLX-206628,Ranjeet Timber Depot Pvt Ltd,Spare kit despatch,,32592.86,INR
15-Mar-2026,DOC/2026/206931,SALES,4110-REV-DOM,CC-BLR-02,GLX-206931,Utsav Bakers LLP,Testing and calibration charges,,87096.53,INR
15-Mar-2026,DOC/2026/206951,SALES,4130-REV-DOM,CC-MYS-01,GLX-206951,Suvarna Weaves LLP,Rework charges billed,,43982.00,INR
15-Mar-2026,DOC/2026/207061,SALES,4110-REV-DOM,CC-PNQ-01,GLX-207061,Sohrab Auto Spares LLP,Consignment despatch,,80334.00,INR
15-Mar-2026,DOC/2026/207085,SALES,4150-REV-DOM,CC-BLR-01,GLX-207085,Girnar Pipes and Fittings Pvt Ltd,Secondary transport recovery,,44650.19,INR
15-Mar-2026,DOC/2026/207576,SALES,4130-REV-DOM,CC-MYS-01,GLX-207576,Tarangini Prints LLP,Packaging material supply,,45482.00,INR
15-Mar-2026,DOC/2026/207594,SALES,4140-REV-DOM,CC-BLR-02,GLX-207594,Madhuban Nurseries Pvt Ltd,Palletisation charges,,23151.00,INR
15-Mar-2026,DOC/2026/207697,SALES,4150-REV-DOM,CC-PNQ-01,GLX-207697,Palashwood Interiors Pvt Ltd,Contract manufacturing charges,,42874.00,INR
15-Mar-2026,DOC/2026/207919,SALES,4110-REV-DOM,CC-PNQ-01,GLX-207919,Devgiri Paints LLP,Annual maintenance billing,,5184.00,INR
15-Mar-2026,DOC/2026/207972,SALES,4120-REV-DOM,CC-PNQ-01,GLX-207972,Bhoomi Tiles and Sanitary LLP,Trial batch supply,,64699.38,INR
15-Mar-2026,DOC/2026/208043,SALES,4130-REV-DOM,CC-BLR-02,GLX-208043,Kesari Handlooms Pvt Ltd,Freight recovery billing,,68216.14,INR
15-Mar-2026,DOC/2026/208253,SALES,4140-REV-DOM,CC-BLR-02,GLX-208253,Barkat Stationers Private Limited,Tooling amortisation billing,,40401.00,INR
15-Mar-2026,DOC/2026/208429,SALES,4160-REV-DOM,CC-BLR-02,GLX-208429,Meghdoot Packaging LLP,Job work conversion charges,,32831.00,INR
15-Mar-2026,DOC/2026/209341,SALES,4120-REV-DOM,CC-PNQ-01,GLX-209341,Prithvi Seeds and Feeds Pvt Ltd,Bulk despatch schedule A,,70909.16,INR
15-Mar-2026,DOC/2026/209443,SALES,4160-REV-DOM,CC-PNQ-01,GLX-209443,Ojas Lighting Private Limited,Sample despatch billing,,57779.01,INR
15-Mar-2026,DOC/2026/209613,SALES,4160-REV-DOM,CC-BLR-02,GLX-209613,Kaveri Rubber Works Pvt Ltd,Bulk despatch schedule B,,49601.00,INR
15-Mar-2026,DOC/2026/209626,SALES,4160-REV-DOM,CC-BLR-02,GLX-209626,Shubhankar Electricals LLP,Mould development charges,,53741.00,INR
15-Mar-2026,DOC/2026/209730,SALES,4120-REV-DOM,CC-BLR-01,GLX-209730,Naaz Fabrics Private Limited,Design retainer billing,,92815.59,INR
16-Mar-2026,DOC/2026/204119,SALES,4160-REV-DOM,CC-PNQ-01,GLX-204119,Vindhya Plastics Private Limited,Freight recovery billing,,37709.45,INR
16-Mar-2026,DOC/2026/204203,SALES,4160-REV-DOM,CC-BLR-02,GLX-204203,Marudhar Furnishings LLP,Labelling job billing,,53411.00,INR
16-Mar-2026,DOC/2026/204487,SALES,4160-REV-DOM,CC-PNQ-01,GLX-204487,Rukmini Provisions Private Limited,Testing and calibration charges,,51239.00,INR
16-Mar-2026,DOC/2026/204659,SALES,4130-REV-DOM,CC-BLR-02,GLX-204659,Jashan Sports Goods Pvt Ltd,Contract manufacturing charges,,31586.00,INR
16-Mar-2026,DOC/2026/204843,SALES,4150-REV-DOM,CC-HYD-01,GLX-204843,Nirvaan Agro Mills Pvt Ltd,Sample despatch billing,,59548.30,INR
16-Mar-2026,DOC/2026/204905,SALES,4110-REV-DOM,CC-HYD-01,GLX-204905,Meghdoot Packaging LLP,Site erection charges,,18108.00,INR
16-Mar-2026,DOC/2026/205600,SALES,4110-REV-DOM,CC-MYS-01,GLX-205600,Bhoomi Tiles and Sanitary LLP,Tooling amortisation billing,,27942.03,INR
16-Mar-2026,DOC/2026/205735,SALES,4130-REV-DOM,CC-MYS-01,GLX-205735,Kesari Handlooms Pvt Ltd,Annual maintenance billing,,65012.00,INR
16-Mar-2026,DOC/2026/205935,SALES,4160-REV-DOM,CC-MYS-01,GLX-205935,Yamini Home Needs Pvt Ltd,Secondary transport recovery,,64127.47,INR
16-Mar-2026,DOC/2026/206151,SALES,4160-REV-DOM,CC-MYS-01,GLX-206151,Anokhi Kitchenware Pvt Ltd,Export documentation recovery,,35207.00,INR
16-Mar-2026,DOC/2026/206389,SALES,4150-REV-DOM,CC-MYS-01,GLX-206389,Barkat Stationers Private Limited,Trial batch supply,,84322.95,INR
16-Mar-2026,DOC/2026/206867,SALES,4120-REV-DOM,CC-BLR-01,GLX-206867,Neelkanth Ceramics Pvt Ltd,Mould development charges,,59785.00,INR
16-Mar-2026,DOC/2026/207027,SALES,4130-REV-DOM,CC-HYD-01,GLX-207027,Utsav Bakers LLP,Scrap sale realisation,,3068.00,INR
16-Mar-2026,DOC/2026/207262,SALES,4110-REV-DOM,CC-BLR-01,GLX-207262,Chandravat Metals Private Limited,Bulk despatch schedule A,,68310.04,INR
16-Mar-2026,DOC/2026/207447,SALES,4120-REV-DOM,CC-BLR-02,GLX-207447,Tarangini Prints LLP,Design retainer billing,,60841.00,INR
16-Mar-2026,DOC/2026/207628,SALES,4110-REV-DOM,CC-PNQ-01,GLX-207628,Kaveri Rubber Works Pvt Ltd,Contract manufacturing charges,,39354.80,INR
16-Mar-2026,DOC/2026/207657,SALES,4150-REV-DOM,CC-MYS-01,GLX-207657,Kalanjali Crafts Pvt Ltd,Job work conversion charges,,14362.00,INR
16-Mar-2026,DOC/2026/207802,SALES,4130-REV-DOM,CC-PNQ-01,GLX-207802,Palashwood Interiors Pvt Ltd,Bulk despatch schedule B,,77384.00,INR
16-Mar-2026,DOC/2026/207946,SALES,4130-REV-DOM,CC-BLR-02,GLX-207946,Ekansh Glassworks Private Limited,Rework charges billed,,86366.50,INR
16-Mar-2026,DOC/2026/208098,SALES,4160-REV-DOM,CC-HYD-01,GLX-208098,Tanmay Toolroom Private Limited,Packaging material supply,,95663.15,INR
16-Mar-2026,DOC/2026/208188,SALES,4130-REV-DOM,CC-BLR-01,GLX-208188,Ranjeet Timber Depot Pvt Ltd,Warehouse handling recovery,,87230.00,INR
16-Mar-2026,DOC/2026/208376,SALES,4120-REV-DOM,CC-PNQ-01,GLX-208376,Ojas Lighting Private Limited,Palletisation charges,,15589.97,INR
16-Mar-2026,DOC/2026/208889,SALES,4110-REV-DOM,CC-BLR-02,GLX-208889,Chirag Battery House Pvt Ltd,Machinery hire charges,,87666.16,INR
16-Mar-2026,DOC/2026/209742,SALES,4130-REV-DOM,CC-MYS-01,GLX-209742,Prithvi Seeds and Feeds Pvt Ltd,Consignment despatch,,32672.56,INR
16-Mar-2026,DOC/2026/209939,SALES,4140-REV-DOM,CC-HYD-01,GLX-209939,Ambar Cold Rooms Pvt Ltd,Spare kit despatch,,29523.00,INR
17-Mar-2026,DOC/2026/204039,SALES,4110-REV-DOM,CC-BLR-02,GLX-204039,Chirag Battery House Pvt Ltd,Mould development charges,,68586.00,INR
17-Mar-2026,DOC/2026/204248,SALES,4120-REV-DOM,CC-BLR-01,GLX-204248,Suvarna Weaves LLP,Labelling job billing,,70525.90,INR
17-Mar-2026,DOC/2026/204412,SALES,4120-REV-DOM,CC-BLR-02,GLX-204412,Bhoomi Tiles and Sanitary LLP,Trial batch supply,,93241.91,INR
17-Mar-2026,DOC/2026/204545,SALES,4160-REV-DOM,CC-MYS-01,GLX-204545,Girnar Pipes and Fittings Pvt Ltd,Export documentation recovery,,3737.00,INR
17-Mar-2026,DOC/2026/204679,SALES,4150-REV-DOM,CC-MYS-01,GLX-204679,Sohrab Auto Spares LLP,Bulk despatch schedule A,,12892.76,INR
17-Mar-2026,DOC/2026/205196,SALES,4150-REV-DOM,CC-BLR-01,GLX-205196,Ojas Lighting Private Limited,Sample despatch billing,,26470.00,INR
17-Mar-2026,DOC/2026/205398,SALES,4120-REV-DOM,CC-PNQ-01,GLX-205398,Chandravat Metals Private Limited,Consignment despatch,,95359.00,INR
17-Mar-2026,DOC/2026/205500,SALES,4140-REV-DOM,CC-BLR-02,GLX-205500,Shubhankar Electricals LLP,Machinery hire charges,,92901.07,INR
17-Mar-2026,DOC/2026/205890,SALES,4140-REV-DOM,CC-MYS-01,GLX-205890,Rukmini Provisions Private Limited,Scrap sale realisation,,22707.23,INR
17-Mar-2026,DOC/2026/206163,SALES,4160-REV-DOM,CC-BLR-02,GLX-206163,Devgiri Paints LLP,Freight recovery billing,,20501.13,INR
17-Mar-2026,DOC/2026/206167,SALES,4120-REV-DOM,CC-HYD-01,GLX-206167,Naaz Fabrics Private Limited,Packaging material supply,,6883.50,INR
17-Mar-2026,DOC/2026/206602,SALES,4160-REV-DOM,CC-BLR-01,GLX-206602,Vindhya Plastics Private Limited,Annual maintenance billing,,49865.00,INR
17-Mar-2026,DOC/2026/206904,SALES,4150-REV-DOM,CC-BLR-02,GLX-206904,Sitara Packaging Solutions Pvt Ltd,Spare kit despatch,,14626.00,INR
17-Mar-2026,DOC/2026/206992,SALES,4120-REV-DOM,CC-PNQ-01,GLX-206992,Sanchit Hardware Depot Pvt Ltd,Job work conversion charges,,19819.07,INR
17-Mar-2026,DOC/2026/207119,SALES,4160-REV-DOM,CC-HYD-01,GLX-207119,Marudhar Furnishings LLP,Rework charges billed,,1523.80,INR
17-Mar-2026,DOC/2026/207421,SALES,4120-REV-DOM,CC-PNQ-01,GLX-207421,Vaayu Organics Private Limited,Testing and calibration charges,,36409.82,INR
17-Mar-2026,DOC/2026/207536,SALES,4160-REV-DOM,CC-BLR-02,GLX-207536,Tanmay Toolroom Private Limited,Design retainer billing,,36101.00,INR
17-Mar-2026,DOC/2026/207960,SALES,4130-REV-DOM,CC-PNQ-01,GLX-207960,Kalanjali Crafts Pvt Ltd,Site erection charges,,76724.58,INR
17-Mar-2026,DOC/2026/208076,SALES,4120-REV-DOM,CC-HYD-01,GLX-208076,Anokhi Kitchenware Pvt Ltd,Secondary transport recovery,,15583.00,INR
17-Mar-2026,DOC/2026/208084,SALES,4140-REV-DOM,CC-MYS-01,GLX-208084,Ambar Cold Rooms Pvt Ltd,Warehouse handling recovery,,95367.93,INR
17-Mar-2026,DOC/2026/208150,SALES,4130-REV-DOM,CC-MYS-01,GLX-208150,Jashan Sports Goods Pvt Ltd,Bulk despatch schedule B,,44312.00,INR
17-Mar-2026,DOC/2026/208512,SALES,4160-REV-DOM,CC-HYD-01,GLX-208512,Madhuban Nurseries Pvt Ltd,Sample despatch billing,,84203.00,INR
17-Mar-2026,DOC/2026/209099,SALES,4120-REV-DOM,CC-BLR-01,GLX-209099,Palashwood Interiors Pvt Ltd,Contract manufacturing charges,,92065.00,INR
17-Mar-2026,DOC/2026/209430,SALES,4110-REV-DOM,CC-PNQ-01,GLX-209430,Bhavani Steel Trading Pvt Ltd,Tooling amortisation billing,,4824.93,INR
17-Mar-2026,DOC/2026/209486,SALES,4150-REV-DOM,CC-PNQ-01,GLX-209486,Tarangini Prints LLP,Packaging material supply,,56284.53,INR
17-Mar-2026,DOC/2026/209981,SALES,4150-REV-DOM,CC-HYD-01,GLX-209981,Nirvaan Agro Mills Pvt Ltd,Palletisation charges,,33148.00,INR
18-Mar-2026,DOC/2026/204226,SALES,4130-REV-DOM,CC-BLR-02,GLX-204226,Kesari Handlooms Pvt Ltd,Freight recovery billing,,88136.89,INR
18-Mar-2026,DOC/2026/204247,SALES,4120-REV-DOM,CC-BLR-02,GLX-204247,Jashan Sports Goods Pvt Ltd,Contract manufacturing charges,,39931.00,INR
18-Mar-2026,DOC/2026/204418,SALES,4150-REV-DOM,CC-MYS-01,GLX-204418,Yamini Home Needs Pvt Ltd,Export documentation recovery,,76792.00,INR
18-Mar-2026,DOC/2026/204437,SALES,4110-REV-DOM,CC-MYS-01,GLX-204437,Barkat Stationers Private Limited,Tooling amortisation billing,,77562.60,INR
18-Mar-2026,DOC/2026/204797,SALES,4120-REV-DOM,CC-BLR-01,GLX-204797,Suvarna Weaves LLP,Rework charges billed,,89575.06,INR
18-Mar-2026,DOC/2026/205037,SALES,4160-REV-DOM,CC-BLR-01,GLX-205037,Bhavani Steel Trading Pvt Ltd,Trial batch supply,,53915.68,INR
18-Mar-2026,DOC/2026/205472,SALES,4150-REV-DOM,CC-HYD-01,GLX-205472,Utsav Bakers LLP,Testing and calibration charges,,4168.00,INR
18-Mar-2026,DOC/2026/205485,SALES,4130-REV-DOM,CC-MYS-01,GLX-205485,Sanchit Hardware Depot Pvt Ltd,Site erection charges,,902.00,INR
18-Mar-2026,DOC/2026/205759,SALES,4160-REV-DOM,CC-BLR-02,GLX-205759,Prithvi Seeds and Feeds Pvt Ltd,Bulk despatch schedule A,,11111.22,INR
18-Mar-2026,DOC/2026/205865,SALES,4130-REV-DOM,CC-HYD-01,GLX-205865,Rukmini Provisions Private Limited,Testing and calibration charges,,58778.00,INR
18-Mar-2026,DOC/2026/205866,SALES,4110-REV-DOM,CC-HYD-01,GLX-205866,Tanmay Toolroom Private Limited,Packaging material supply,,30168.00,INR
18-Mar-2026,DOC/2026/206576,SALES,4140-REV-DOM,CC-BLR-02,GLX-206576,Nirvaan Agro Mills Pvt Ltd,Sample despatch billing,,49041.25,INR
18-Mar-2026,DOC/2026/206834,SALES,4120-REV-DOM,CC-MYS-01,GLX-206834,Meghdoot Packaging LLP,Job work conversion charges,,44017.32,INR
18-Mar-2026,DOC/2026/206856,SALES,4140-REV-DOM,CC-BLR-01,GLX-206856,Shubhankar Electricals LLP,Mould development charges,,83775.00,INR
18-Mar-2026,DOC/2026/207067,SALES,4110-REV-DOM,CC-BLR-02,GLX-207067,Madhuban Nurseries Pvt Ltd,Palletisation charges,,31926.08,INR
18-Mar-2026,DOC/2026/207103,SALES,4130-REV-DOM,CC-BLR-01,GLX-207103,Ranjeet Timber Depot Pvt Ltd,Spare kit despatch,,75800.00,INR
18-Mar-2026,DOC/2026/207198,SALES,4130-REV-DOM,CC-PNQ-01,GLX-207198,Sitara Packaging Solutions Pvt Ltd,Warehouse handling recovery,,31154.45,INR
18-Mar-2026,DOC/2026/207566,SALES,4150-REV-DOM,CC-BLR-01,GLX-207566,Kaveri Rubber Works Pvt Ltd,Bulk despatch schedule B,,80500.57,INR
18-Mar-2026,DOC/2026/208106,SALES,4120-REV-DOM,CC-MYS-01,GLX-208106,Sohrab Auto Spares LLP,Consignment despatch,,11947.00,INR
18-Mar-2026,DOC/2026/208178,SALES,4120-REV-DOM,CC-HYD-01,GLX-208178,Neelkanth Ceramics Pvt Ltd,Machinery hire charges,,83053.00,INR
18-Mar-2026,DOC/2026/208496,SALES,4130-REV-DOM,CC-MYS-01,GLX-208496,Girnar Pipes and Fittings Pvt Ltd,Secondary transport recovery,,32402.00,INR
18-Mar-2026,DOC/2026/208633,SALES,4160-REV-DOM,CC-PNQ-01,GLX-208633,Ekansh Glassworks Private Limited,Labelling job billing,,9719.73,INR
18-Mar-2026,DOC/2026/208877,SALES,4160-REV-DOM,CC-BLR-02,GLX-208877,Devgiri Paints LLP,Annual maintenance billing,,67541.85,INR
18-Mar-2026,DOC/2026/209302,SALES,4110-REV-DOM,CC-PNQ-01,GLX-209302,Naaz Fabrics Private Limited,Design retainer billing,,58104.00,INR
18-Mar-2026,DOC/2026/209974,SALES,4130-REV-DOM,CC-HYD-01,GLX-209974,Vaayu Organics Private Limited,Scrap sale realisation,,13628.00,INR
19-Mar-2026,DOC/2026/204189,SALES,4150-REV-DOM,CC-PNQ-01,GLX-204189,Ambar Cold Rooms Pvt Ltd,Spare kit despatch,,25654.79,INR
19-Mar-2026,DOC/2026/204209,SALES,4130-REV-DOM,CC-BLR-01,GLX-204209,Marudhar Furnishings LLP,Labelling job billing,,51230.00,INR
19-Mar-2026,DOC/2026/204442,SALES,4120-REV-DOM,CC-BLR-01,GLX-204442,Palashwood Interiors Pvt Ltd,Bulk despatch schedule B,,68335.00,INR
19-Mar-2026,DOC/2026/204503,SALES,4120-REV-DOM,CC-HYD-01,GLX-204503,Devgiri Paints LLP,Freight recovery billing,,34453.94,INR
19-Mar-2026,DOC/2026/205030,SALES,4130-REV-DOM,CC-MYS-01,GLX-205030,Meghdoot Packaging LLP,Site erection charges,,20252.00,INR
19-Mar-2026,DOC/2026/205210,SALES,4160-REV-DOM,CC-PNQ-01,GLX-205210,Bhoomi Tiles and Sanitary LLP,Tooling amortisation billing,,41069.00,INR
19-Mar-2026,DOC/2026/205412,SALES,4160-REV-DOM,CC-PNQ-01,GLX-205412,Yamini Home Needs Pvt Ltd,Secondary transport recovery,,37979.00,INR
19-Mar-2026,DOC/2026/205711,SALES,4120-REV-DOM,CC-MYS-01,GLX-205711,Girnar Pipes and Fittings Pvt Ltd,Export documentation recovery,,35347.00,INR
19-Mar-2026,DOC/2026/205733,SALES,4110-REV-DOM,CC-HYD-01,GLX-205733,Tarangini Prints LLP,Design retainer billing,,61368.08,INR
19-Mar-2026,DOC/2026/205891,SALES,4150-REV-DOM,CC-MYS-01,GLX-205891,Chirag Battery House Pvt Ltd,Machinery hire charges,,86152.00,INR
19-Mar-2026,DOC/2026/206046,SALES,4130-REV-DOM,CC-PNQ-01,GLX-206046,Naaz Fabrics Private Limited,Packaging material supply,,4214.08,INR
19-Mar-2026,DOC/2026/206221,SALES,4160-REV-DOM,CC-PNQ-01,GLX-206221,Kesari Handlooms Pvt Ltd,Annual maintenance billing,,69959.00,INR
19-Mar-2026,DOC/2026/206641,SALES,4130-REV-DOM,CC-BLR-02,GLX-206641,Neelkanth Ceramics Pvt Ltd,Mould development charges,,79136.00,INR
19-Mar-2026,DOC/2026/206651,SALES,4140-REV-DOM,CC-BLR-01,GLX-206651,Utsav Bakers LLP,Scrap sale realisation,,86595.07,INR
19-Mar-2026,DOC/2026/206711,SALES,4140-REV-DOM,CC-BLR-02,GLX-206711,Kalanjali Crafts Pvt Ltd,Job work conversion charges,,5751.00,INR
19-Mar-2026,DOC/2026/207077,SALES,4140-REV-DOM,CC-BLR-02,GLX-207077,Kaveri Rubber Works Pvt Ltd,Contract manufacturing charges,,30951.00,INR
19-Mar-2026,DOC/2026/207200,SALES,4130-REV-DOM,CC-HYD-01,GLX-207200,Barkat Stationers Private Limited,Trial batch supply,,76358.00,INR
19-Mar-2026,DOC/2026/207448,SALES,4110-REV-DOM,CC-HYD-01,GLX-207448,Ranjeet Timber Depot Pvt Ltd,Warehouse handling recovery,,22188.51,INR
19-Mar-2026,DOC/2026/207460,SALES,4120-REV-DOM,CC-MYS-01,GLX-207460,Prithvi Seeds and Feeds Pvt Ltd,Consignment despatch,,31687.00,INR
19-Mar-2026,DOC/2026/207760,SALES,4160-REV-DOM,CC-MYS-01,GLX-207760,Vindhya Plastics Private Limited,Freight recovery billing,,60887.00,INR
19-Mar-2026,DOC/2026/208420,SALES,4140-REV-DOM,CC-PNQ-01,GLX-208420,Ekansh Glassworks Private Limited,Rework charges billed,,79089.00,INR
19-Mar-2026,DOC/2026/208811,SALES,4130-REV-DOM,CC-BLR-02,GLX-208811,Vaayu Organics Private Limited,Testing and calibration charges,,43646.00,INR
19-Mar-2026,DOC/2026/209028,SALES,4150-REV-DOM,CC-MYS-01,GLX-209028,Ojas Lighting Private Limited,Palletisation charges,,1162.00,INR
19-Mar-2026,DOC/2026/209076,SALES,4120-REV-DOM,CC-BLR-01,GLX-209076,Madhuban Nurseries Pvt Ltd,Sample despatch billing,,21805.00,INR
19-Mar-2026,DOC/2026/209090,SALES,4130-REV-DOM,CC-HYD-01,GLX-209090,Chandravat Metals Private Limited,Bulk despatch schedule A,,45188.00,INR
19-Mar-2026,DOC/2026/209676,SALES,4150-REV-DOM,CC-PNQ-01,GLX-209676,Anokhi Kitchenware Pvt Ltd,Export documentation recovery,,85864.65,INR
20-Mar-2026,DOC/2026/204409,SALES,4140-REV-DOM,CC-HYD-01,GLX-204409,Yamini Home Needs Pvt Ltd,Export documentation recovery,,79053.14,INR
20-Mar-2026,DOC/2026/204519,SALES,4140-REV-DOM,CC-MYS-01,GLX-204519,Ojas Lighting Private Limited,Sample despatch billing,,51237.12,INR
20-Mar-2026,DOC/2026/204897,SALES,4150-REV-DOM,CC-MYS-01,GLX-204897,Nirvaan Agro Mills Pvt Ltd,Palletisation charges,,24082.00,INR
20-Mar-2026,DOC/2026/204939,SALES,4140-REV-DOM,CC-BLR-01,GLX-204939,Kalanjali Crafts Pvt Ltd,Site erection charges,,18795.72,INR
20-Mar-2026,DOC/2026/205028,SALES,4120-REV-DOM,CC-PNQ-01,GLX-205028,Marudhar Furnishings LLP,Rework charges billed,,87079.00,INR
20-Mar-2026,DOC/2026/205164,SALES,4120-REV-DOM,CC-BLR-02,GLX-205164,Chandravat Metals Private Limited,Consignment despatch,,81121.00,INR
